player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,raw_attacking,raw_progression,raw_creation,raw_defensive,raw_mistakes,z_raw_attacking,z_raw_progression,z_raw_creation,z_raw_defensive,z_raw_mistakes,performance_index,perf_rank_pct,value_rank_pct,undervaluation_delta,valuation_category
Bruno Guimarães,br BRA,MF,Newcastle,26.0,1997.0,36.3,5,45,13,28.9,1.24,0.36,0.11,0.38,16.4,0,0,0,4.3,4.3,0.1,0.7,0.7,BRA,2024-25,Premier League,bruno guimaraes,newcastle,MF,br BRA,26.0,36.3,1481.0,1798.0,82.4,24436.0,7860.0,736.0,810.0,90.9,581.0,670.0,86.7,118.0,201.0,58.7,6.0,6.1,5.4,-0.1,52.0,180.0,77.0,6.0,271.0,MF,26.0,1997.0,36.3,83.0,47.0,41.0,30.0,12.0,33.0,69.0,47.8,36.0,36.0,10.0,26.0,29.0,112.0,44.0,5.0,MF,26.0,1997.0,36.3,2213.0,83.0,445.0,1131.0,662.0,85.0,2213.0,78.0,34.0,43.6,27.0,34.6,1400.0,7763.0,3483.0,64.0,46.0,15.0,56.0,76.0,1652.0,96.0,MF,Bruno Guimarães,Newcastle,Central Midfield,80000000.0,80.0,Bruno Guimarães,Newcastle,0.2562,9.2287,0.3333,5.2893,3.6364,-0.05818394804455047,1.6364400806871908,0.6961126504425358,-0.25471867364953504,0.8899955832994981,0.5409,0.8403,0.9454,-0.105,Fair Value
İlkay Gündoğan,de GER,MF,Man City,33.0,1990.0,24.7,1,27,7,25.9,1.09,0.28,0.04,0.14,18.1,2,0,0,3.2,3.2,0.12,-2.2,-2.2,GER,2024-25,Premier League,ilkay gundogan,man city,MF,de GER,33.0,24.7,1525.0,1703.0,89.5,23600.0,4511.0,871.0,923.0,94.4,520.0,565.0,92.0,102.0,155.0,65.8,6.0,3.5,4.4,2.5,44.0,108.0,23.0,2.0,127.0,MF,33.0,1990.0,24.7,25.0,13.0,5.0,15.0,5.0,10.0,24.0,41.7,14.0,15.0,0.0,15.0,13.0,38.0,23.0,0.0,MF,33.0,1990.0,24.7,1892.0,45.0,270.0,929.0,714.0,67.0,1892.0,41.0,17.0,41.5,16.0,39.0,1118.0,6209.0,3000.0,64.0,57.0,11.0,29.0,25.0,1480.0,96.0,MF,İlkay Gündoğan,Man City,Central Midfield,5000000.0,5.0,İlkay Gündoğan,Man City,0.17,7.7328,0.3846,3.0769,2.1862,-0.35635042860486943,0.986408725528259,0.9802262299830427,-1.1099417723459033,-0.06080779165170022,0.2685,0.7143,0.042,0.6723,Undervalued
Malo Gusto,fr FRA,DF,Chelsea,21.0,2003.0,20.7,0,22,4,18.2,1.06,0.19,0.0,0.0,21.3,0,0,0,1.7,1.7,0.08,-1.7,-1.7,FRA,2024-25,Premier League,malo gusto,chelsea,DF,fr FRA,21.0,20.7,1198.0,1385.0,86.5,19538.0,4892.0,585.0,628.0,93.2,517.0,585.0,88.4,68.0,112.0,60.7,1.0,1.4,1.9,-0.4,22.0,111.0,19.0,7.0,119.0,DF,21.0,2003.0,20.7,45.0,29.0,27.0,15.0,3.0,25.0,48.0,52.1,23.0,29.0,8.0,21.0,24.0,69.0,49.0,5.0,DF,21.0,2003.0,20.7,1595.0,64.0,387.0,772.0,451.0,43.0,1595.0,16.0,4.0,25.0,11.0,68.8,882.0,4513.0,2248.0,50.0,36.0,8.0,18.0,17.0,1072.0,85.0,DF,Malo Gusto,Chelsea,Right-Back,35000000.0,35.0,Malo Gusto,Chelsea,0.0821,8.1643,0.1159,7.1014,1.6908,-0.6605974300482437,1.1739006422491196,-0.5082818715226571,0.44582201968125224,-0.3856347177198385,0.5463,0.563,0.7612,-0.1982,Overvalued
Joško Gvardiol,hr CRO,DF,Man City,22.0,2002.0,36.4,5,40,12,30.0,1.1,0.33,0.13,0.42,12.9,0,0,0,4.6,4.3,0.11,0.4,0.7,CRO,2024-25,Premier League,josko gvardiol,man city,DF,hr CRO,22.0,36.4,2454.0,2721.0,90.2,39905.0,10760.0,1198.0,1274.0,94.0,1128.0,1217.0,92.7,107.0,162.0,66.0,0.0,2.1,2.9,-2.1,26.0,247.0,20.0,1.0,264.0,DF,22.0,2002.0,36.4,58.0,39.0,25.0,21.0,12.0,21.0,40.0,52.5,19.0,42.0,20.0,22.0,44.0,102.0,122.0,8.0,DF,22.0,2002.0,36.4,3103.0,146.0,764.0,1549.0,815.0,98.0,3103.0,43.0,25.0,58.1,14.0,32.6,1997.0,10574.0,6002.0,91.0,102.0,15.0,29.0,16.0,2257.0,121.0,DF,Joško Gvardiol,Man City,Centre-Back,75000000.0,75.0,Joško Gvardiol,Man City,0.2555,9.7527,0.0577,7.3077,1.2363,-0.06061973246965506,1.8641888865407874,-0.8309978395876895,0.5255495270289047,-0.6836736356303357,0.7987,0.7333,0.9776,-0.2443,Overvalued
Erling Haaland,no NOR,FW,Man City,24.0,2000.0,30.4,22,104,55,52.9,3.42,1.81,0.18,0.35,12.3,1,3,4,22.0,18.8,0.19,0.0,0.2,NOR,2024-25,Premier League,erling haaland,man city,FW,no NOR,24.0,30.4,255.0,381.0,66.9,3086.0,593.0,175.0,246.0,71.1,59.0,84.0,70.2,4.0,6.0,66.7,3.0,3.0,2.0,0.0,29.0,10.0,8.0,1.0,20.0,FW,24.0,2000.0,30.4,11.0,6.0,3.0,3.0,5.0,3.0,8.0,37.5,5.0,12.0,1.0,11.0,5.0,16.0,23.0,0.0,FW,24.0,2000.0,30.4,639.0,22.0,40.0,222.0,384.0,190.0,635.0,36.0,13.0,36.1,20.0,55.6,310.0,1494.0,577.0,24.0,15.0,23.0,45.0,27.0,478.0,124.0,FW,Erling Haaland,Man City,Centre-Forward,180000000.0,180.0,Erling Haaland,Man City,1.3421,1.4474,0.1974,1.6776,2.3684,3.6998137386913195,-1.7449515893761525,-0.057162168997098035,-1.6508668253089827,0.05864593185105214,1.4,0.9535,1.0,-0.0465,Fair Value
Lewis Hall,eng ENG,DF,Newcastle,19.0,2004.0,24.3,0,11,1,9.1,0.45,0.04,0.0,0.0,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,ENG,2024-25,Premier League,lewis hall,newcastle,DF,eng ENG,19.0,24.3,1300.0,1592.0,81.7,21999.0,8891.0,653.0,715.0,91.3,525.0,617.0,85.1,104.0,202.0,51.5,4.0,4.3,3.7,-0.3,34.0,114.0,17.0,5.0,123.0,DF,19.0,2004.0,24.3,58.0,41.0,28.0,22.0,8.0,40.0,74.0,54.1,34.0,33.0,18.0,15.0,18.0,76.0,75.0,3.0,DF,19.0,2004.0,24.3,1820.0,95.0,623.0,804.0,414.0,47.0,1820.0,21.0,11.0,52.4,7.0,33.3,950.0,4398.0,2358.0,41.0,22.0,13.0,33.0,20.0,1094.0,80.0,DF,Lewis Hall,Newcastle,Left-Back,32000000.0,32.0,Lewis Hall,Newcastle,0.0165,6.749,0.3416,7.572,2.1811,-0.8878432293630416,0.5588842188051178,0.7417111261712589,0.6277294922348873,-0.06419422551414658,0.5535,0.5704,0.7164,-0.146,Fair Value
Jack Harrison,eng ENG,FW,Everton,27.0,1996.0,23.1,1,29,7,24.1,1.26,0.3,0.03,0.14,16.2,0,0,0,3.5,3.5,0.12,-2.5,-2.5,ENG,2024-25,Premier League,jack harrison,everton,FW,eng ENG,27.0,23.1,414.0,659.0,62.8,6596.0,2477.0,239.0,295.0,81.0,122.0,182.0,67.0,36.0,108.0,33.3,0.0,3.7,3.1,-3.7,33.0,28.0,25.0,11.0,51.0,FW,27.0,1996.0,23.1,32.0,22.0,12.0,12.0,8.0,15.0,46.0,32.6,31.0,18.0,2.0,16.0,10.0,42.0,35.0,2.0,FW,27.0,1996.0,23.1,948.0,36.0,157.0,336.0,463.0,69.0,948.0,75.0,24.0,32.0,43.0,57.3,524.0,3153.0,1639.0,73.0,36.0,17.0,52.0,41.0,612.0,127.0,FW,Jack Harrison,Everton,Right Winger,14000000.0,14.0,Jack Harrison,Everton,0.1948,5.368,0.1602,4.1126,4.026,-0.2706472088665608,-0.04123819862020199,-0.26323190385008544,-0.7095971882407752,1.1454507322620928,-0.4501,0.0698,0.1628,-0.093,Fair Value
Taylor Harwood-Bellis,eng ENG,DF,Southampton,22.0,2002.0,31.4,1,20,8,40.0,0.64,0.25,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,ENG,2024-25,Premier League,taylor harwood-bellis,southampton,DF,eng ENG,22.0,31.4,1892.0,2164.0,87.4,35252.0,12592.0,683.0,739.0,92.4,1019.0,1113.0,91.6,174.0,272.0,64.0,0.0,1.0,0.7,-1.0,14.0,178.0,10.0,1.0,125.0,DF,22.0,2002.0,31.4,28.0,20.0,13.0,12.0,3.0,19.0,35.0,54.3,16.0,65.0,43.0,22.0,30.0,58.0,141.0,6.0,DF,22.0,2002.0,31.4,2475.0,340.0,1158.0,1145.0,182.0,42.0,2475.0,3.0,3.0,100.0,0.0,0.0,1433.0,6776.0,3938.0,29.0,27.0,0.0,16.0,5.0,1792.0,9.0,DF,Taylor Harwood-Bellis,Southampton,Centre-Back,22000000.0,22.0,Taylor Harwood-Bellis,Southampton,0.0892,4.9045,0.0318,8.4076,0.6688,-0.6362120575641084,-0.24265719173572176,-0.9741856547542029,0.9507583246081104,-1.0557482530132631,0.6948,0.6444,0.4888,0.1556,Fair Value
Kai Havertz,de GER,"FW,MF",Arsenal,25.0,1999.0,20.8,9,53,21,39.6,2.54,1.01,0.17,0.43,11.6,0,0,0,9.5,9.5,0.18,-0.5,-0.5,GER,2024-25,Premier League,kai havertz,arsenal,MF,de GER,25.0,20.8,407.0,519.0,78.4,4905.0,1033.0,286.0,340.0,84.1,95.0,115.0,82.6,5.0,11.0,45.5,3.0,2.4,1.7,0.6,17.0,27.0,9.0,1.0,61.0,MF,25.0,1999.0,20.8,16.0,9.0,3.0,6.0,7.0,4.0,15.0,26.7,11.0,23.0,4.0,19.0,6.0,22.0,33.0,1.0,MF,25.0,1999.0,20.8,785.0,31.0,92.0,287.0,411.0,107.0,785.0,38.0,9.0,23.7,24.0,63.2,418.0,2012.0,954.0,35.0,23.0,18.0,44.0,23.0,584.0,113.0,MF,Kai Havertz,Arsenal,Centre-Forward,65000000.0,65.0,Kai Havertz,Arsenal,0.8894,4.6154,0.2596,3.75,3.2212,2.133216654215309,-0.36827561745170695,0.2876993798530566,-0.8497499747180931,0.6177557210236553,-0.0421,0.4034,0.9118,-0.5084,Overvalued
Jan Paul van Hecke,nl NED,DF,Brighton,24.0,2000.0,32.9,1,17,5,29.4,0.52,0.15,0.06,0.2,13.9,0,0,0,1.3,1.3,0.08,-0.3,-0.3,NED,2024-25,Premier League,jan paul van hecke,brighton,DF,nl NED,24.0,32.9,2016.0,2286.0,88.2,39486.0,15217.0,703.0,752.0,93.5,1077.0,1156.0,93.2,219.0,334.0,65.6,1.0,1.5,1.4,-0.5,15.0,226.0,17.0,4.0,228.0,DF,24.0,2000.0,32.9,45.0,29.0,24.0,19.0,2.0,23.0,41.0,56.1,18.0,37.0,22.0,15.0,24.0,69.0,142.0,2.0,DF,24.0,2000.0,32.9,2589.0,272.0,1094.0,1350.0,166.0,33.0,2589.0,11.0,5.0,45.5,4.0,36.4,1715.0,10633.0,7191.0,55.0,46.0,0.0,12.0,7.0,1820.0,5.0,DF,Jan Paul van Hecke,Brighton,Centre-Back,32000000.0,32.0,Jan Paul van Hecke,Brighton,0.0699,8.6018,0.076,7.538,0.5775,-0.7028760684439074,1.3640497798891529,-0.7296366499263915,0.6145773761520977,-1.1155990968536436,0.7987,0.7407,0.7164,0.0243,Fair Value
Son Heung-min,kr KOR,FW,Tottenham,32.0,1992.0,23.4,7,55,24,43.6,2.35,1.02,0.11,0.25,17.0,1,1,2,7.2,5.7,0.11,-0.2,0.3,KOR,2024-25,Premier League,son heung-min,tottenham,FW,kr KOR,32.0,23.4,730.0,925.0,78.9,10322.0,2867.0,447.0,498.0,89.8,206.0,256.0,80.5,39.0,81.0,48.1,9.0,8.2,5.1,0.8,50.0,40.0,51.0,6.0,111.0,FW,32.0,1992.0,23.4,17.0,9.0,3.0,8.0,6.0,5.0,27.0,18.5,22.0,11.0,0.0,11.0,5.0,22.0,17.0,1.0,FW,32.0,1992.0,23.4,1134.0,16.0,115.0,362.0,668.0,122.0,1132.0,83.0,29.0,34.9,41.0,49.4,761.0,4914.0,2613.0,96.0,49.0,44.0,25.0,32.0,867.0,265.0,FW,Son Heung-min,Tottenham,Left Winger,20000000.0,20.0,Son Heung-min,Tottenham,0.5427,8.8462,0.735,2.1368,2.4359,0.9334334948665923,1.4702245623068184,2.9216690235098404,-1.4733842833180828,0.10288805166688621,1.2549,0.8837,0.2907,0.593,Undervalued
Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19.0,2005.0,20.5,5,18,10,55.6,0.88,0.49,0.28,0.5,12.2,0,0,0,2.7,2.7,0.15,2.3,2.3,ENG,2024-25,Premier League,jack hinshelwood,brighton,DF,eng ENG,19.0,20.5,870.0,1046.0,83.2,13114.0,3047.0,510.0,562.0,90.7,280.0,333.0,84.1,56.0,107.0,52.3,2.0,1.5,1.5,0.5,17.0,36.0,9.0,2.0,68.0,DF,19.0,2005.0,20.5,27.0,19.0,8.0,10.0,9.0,11.0,27.0,40.7,16.0,10.0,3.0,7.0,16.0,43.0,37.0,1.0,DF,19.0,2005.0,20.5,1199.0,50.0,322.0,560.0,323.0,35.0,1199.0,11.0,2.0,18.2,8.0,72.7,590.0,2435.0,1189.0,19.0,20.0,2.0,18.0,3.0,762.0,54.0,DF,Jack Hinshelwood,Brighton,Defensive Midfield,24000000.0,24.0,Jack Hinshelwood,Brighton,0.3756,4.2439,0.1707,4.3902,1.0244,0.3550630735205114,-0.5297049015280649,-0.20473528468590127,-0.6022504599013954,-0.8225923503147788,-0.3966,0.0222,0.5187,-0.4964,Overvalued
Callum Hudson-Odoi,eng ENG,"FW,MF",Nottm Forest,23.0,2000.0,24.4,5,37,17,45.9,1.52,0.7,0.14,0.29,18.3,0,0,0,2.5,2.5,0.07,2.5,2.5,ENG,2024-25,Premier League,callum hudson-odoi,nottm forest,MF,eng ENG,23.0,24.4,691.0,843.0,82.0,10242.0,2075.0,401.0,437.0,91.8,218.0,266.0,82.0,44.0,87.0,50.6,2.0,2.7,2.6,-0.7,44.0,38.0,33.0,11.0,71.0,MF,23.0,2000.0,24.4,22.0,14.0,8.0,8.0,6.0,12.0,18.0,66.7,6.0,11.0,0.0,11.0,13.0,35.0,12.0,1.0,MF,23.0,2000.0,24.4,1035.0,16.0,117.0,338.0,605.0,74.0,1035.0,63.0,37.0,58.7,18.0,28.6,641.0,5345.0,3401.0,130.0,61.0,47.0,45.0,23.0,784.0,189.0,MF,Callum Hudson-Odoi,Nottm Forest,Left Winger,25000000.0,25.0,Callum Hudson-Odoi,Nottm Forest,0.3074,8.2377,0.1926,2.377,2.7869,0.11893016842096035,1.2058202890628573,-0.08345309341963407,-1.3804924940010503,0.33301960277449516,0.0239,0.5126,0.4622,0.0504,Fair Value
Will Hughes,eng ENG,MF,Crystal Palace,29.0,1995.0,23.4,0,22,1,4.5,0.94,0.04,0.0,0.0,22.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,ENG,2024-25,Premier League,will hughes,crystal palace,MF,eng ENG,29.0,23.4,737.0,970.0,76.0,11688.0,4132.0,373.0,424.0,88.0,288.0,349.0,82.5,48.0,129.0,37.2,3.0,3.1,2.6,-0.1,33.0,76.0,15.0,3.0,87.0,MF,29.0,1995.0,23.4,66.0,36.0,20.0,33.0,13.0,28.0,62.0,45.2,34.0,31.0,14.0,17.0,22.0,88.0,28.0,3.0,MF,29.0,1995.0,23.4,1203.0,48.0,295.0,615.0,308.0,17.0,1203.0,16.0,5.0,31.3,7.0,43.8,532.0,2718.0,1276.0,20.0,24.0,1.0,21.0,30.0,659.0,27.0,MF,Will Hughes,Crystal Palace,Central Midfield,7000000.0,7.0,Will Hughes,Crystal Palace,0.047,4.5726,0.2607,6.2821,2.1795,-0.7821270164979831,-0.38684632633815663,0.29361841276015077,0.12906678778652705,-0.06523200363328331,-0.1373,0.3193,0.0546,0.2647,Undervalued
Dean Huijsen,es ESP,DF,Bournemouth,19.0,2005.0,27.0,3,18,3,16.7,0.67,0.11,0.17,1.0,11.9,0,0,0,1.9,1.9,0.1,1.1,1.1,ESP,2024-25,Premier League,dean huijsen,bournemouth,DF,es ESP,19.0,27.0,1355.0,1625.0,83.4,27219.0,10928.0,449.0,500.0,89.8,712.0,781.0,91.2,181.0,304.0,59.5,2.0,2.0,1.6,0.0,15.0,180.0,7.0,2.0,132.0,DF,19.0,2005.0,27.0,36.0,26.0,19.0,16.0,1.0,18.0,29.0,62.1,11.0,40.0,29.0,11.0,51.0,87.0,198.0,4.0,DF,19.0,2005.0,27.0,2021.0,254.0,915.0,971.0,145.0,30.0,2021.0,5.0,2.0,40.0,3.0,60.0,1118.0,7072.0,4349.0,41.0,31.0,0.0,20.0,1.0,1271.0,10.0,DF,Dean Huijsen,Bournemouth,Centre-Back,60000000.0,60.0,Dean Huijsen,Bournemouth,0.1815,6.4074,0.1481,12.037,0.7778,-0.31675657893242026,0.41045610852008635,-0.32985305345373966,2.353775491313202,-0.9842883059408769,1.845,1.0,0.9515,0.0485,Fair Value
Omari Hutchinson,eng ENG,"MF,FW",Ipswich,20.0,2003.0,28.7,3,45,18,40.0,1.57,0.63,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1,ENG,2024-25,Premier League,omari hutchinson,ipswich,MF,eng ENG,20.0,28.7,690.0,885.0,78.0,10875.0,2022.0,353.0,399.0,88.5,283.0,339.0,83.5,38.0,73.0,52.1,2.0,3.5,2.5,-1.5,31.0,45.0,27.0,15.0,75.0,MF,20.0,2003.0,28.7,32.0,13.0,14.0,10.0,8.0,13.0,48.0,27.1,35.0,27.0,2.0,25.0,11.0,43.0,15.0,1.0,MF,20.0,2003.0,28.7,1259.0,17.0,200.0,516.0,567.0,92.0,1259.0,137.0,51.0,37.2,68.0,49.6,779.0,6035.0,2976.0,97.0,39.0,37.0,80.0,58.0,893.0,159.0,MF,Omari Hutchinson,Ipswich,Attacking Midfield,22000000.0,22.0,Omari Hutchinson,Ipswich,0.2056,5.993,0.1916,2.9617,4.8084,-0.23337644922892864,0.23038709550102188,-0.08891197874081656,-1.154494275274707,1.6584379013170611,-0.514,0.0924,0.416,-0.3235,Overvalued
Rasmus Højlund,dk DEN,FW,Man Utd,21.0,2003.0,22.3,4,32,13,40.6,1.44,0.58,0.13,0.31,12.9,0,0,0,5.3,5.3,0.16,-1.3,-1.3,DEN,2024-25,Premier League,rasmus højlund,man utd,FW,dk DEN,21.0,22.3,251.0,336.0,74.7,2741.0,486.0,183.0,226.0,81.0,42.0,62.0,67.7,4.0,6.0,66.7,0.0,1.8,1.1,-1.8,16.0,14.0,5.0,1.0,18.0,FW,21.0,2003.0,22.3,3.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,2.0,5.0,6.0,0.0,FW,21.0,2003.0,22.3,515.0,6.0,36.0,251.0,237.0,74.0,515.0,33.0,9.0,27.3,21.0,63.6,308.0,1516.0,655.0,28.0,13.0,17.0,63.0,33.0,408.0,101.0,FW,Rasmus Højlund,Man Utd,Centre-Forward,35000000.0,35.0,Rasmus Højlund,Man Utd,0.417,2.0628,0.0807,0.7623,4.3049,0.4984419456923131,-1.4775215473508576,-0.7034333904778542,-2.004694859896247,1.3283550915342652,-0.548,0.0233,0.593,-0.5698,Overvalued
Igor,br BRA,DF,Brighton,26.0,1998.0,10.7,0,1,0,0.0,0.09,0.0,0.0,0.0,14.1,0,0,0,0.0,0.0,0.05,0.0,0.0,BRA,2024-25,Premier League,igor,brighton,DF,br BRA,26.0,10.7,671.0,730.0,91.9,12145.0,3851.0,262.0,271.0,96.7,364.0,384.0,94.8,42.0,59.0,71.2,0.0,0.2,0.3,-0.2,2.0,39.0,2.0,1.0,49.0,DF,26.0,1998.0,10.7,5.0,5.0,2.0,2.0,1.0,4.0,10.0,40.0,6.0,24.0,14.0,10.0,4.0,9.0,39.0,1.0,DF,26.0,1998.0,10.7,816.0,109.0,385.0,381.0,54.0,1.0,816.0,6.0,5.0,83.3,1.0,16.7,530.0,2962.0,1837.0,9.0,14.0,0.0,1.0,0.0,606.0,1.0,DF,Igor,Brighton,Centre-Back,20000000.0,20.0,Igor,Brighton,0.0,5.4206,0.0187,6.729,0.0935,-0.944809478782555,-0.018382635067755934,-1.0470701997288927,0.30183321504985283,-1.432975070351018,0.323,0.3481,0.4515,-0.1033,Fair Value
Alexander Isak,se SWE,FW,Newcastle,24.0,1999.0,30.6,23,95,41,43.2,3.1,1.34,0.2,0.46,14.5,3,4,4,20.3,17.2,0.18,2.7,1.8,SWE,2024-25,Premier League,alexander isak,newcastle,FW,se SWE,24.0,30.6,519.0,689.0,75.3,7434.0,1644.0,306.0,364.0,84.1,163.0,207.0,78.7,26.0,42.0,61.9,6.0,4.3,3.6,1.7,41.0,35.0,31.0,1.0,88.0,FW,24.0,1999.0,30.6,12.0,5.0,2.0,3.0,7.0,5.0,15.0,33.3,10.0,18.0,2.0,16.0,3.0,15.0,17.0,1.0,FW,24.0,1999.0,30.6,1025.0,20.0,57.0,386.0,596.0,189.0,1021.0,91.0,42.0,46.2,47.0,51.6,615.0,3723.0,1861.0,83.0,42.0,43.0,66.0,55.0,740.0,217.0,FW,Alexander Isak,Newcastle,Centre-Forward,120000000.0,120.0,Alexander Isak,Newcastle,1.3137,5.5882,0.3366,1.634,3.9542,3.601599868271842,0.0544811083751197,0.714217927570117,-1.6677385672604248,1.0984224967776937,1.656,0.9767,0.9767,0.0,Fair Value
Alex Iwobi,ng NGA,"FW,MF",Fulham,28.0,1996.0,33.1,9,68,29,42.6,2.05,0.88,0.13,0.31,18.3,0,0,0,4.7,4.7,0.07,4.3,4.3,NGA,2024-25,Premier League,alex iwobi,fulham,MF,ng NGA,28.0,33.1,1150.0,1532.0,75.1,19530.0,5723.0,582.0,671.0,86.7,448.0,574.0,78.0,98.0,184.0,53.3,6.0,7.0,7.0,-1.0,59.0,115.0,86.0,19.0,213.0,MF,28.0,1996.0,33.1,44.0,25.0,14.0,21.0,9.0,22.0,34.0,64.7,12.0,26.0,1.0,25.0,14.0,58.0,29.0,1.0,MF,28.0,1996.0,33.1,1861.0,33.0,244.0,748.0,895.0,116.0,1861.0,97.0,48.0,49.5,42.0,43.3,1312.0,8012.0,4367.0,144.0,105.0,37.0,62.0,40.0,1447.0,246.0,MF,Alex Iwobi,Fulham,Left Winger,28000000.0,28.0,Alex Iwobi,Fulham,0.4139,10.7855,0.3927,3.4139,3.0816,0.48756469752032955,2.312975674643259,1.0252895620853886,-0.9796774282594728,0.5262356833668596,0.8151,0.9244,0.5168,0.4076,Undervalued
Nicolas Jackson,sn SEN,FW,Chelsea,23.0,2001.0,24.7,10,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3,SEN,2024-25,Premier League,nicolas jackson,chelsea,FW,sn SEN,23.0,24.7,303.0,399.0,75.9,4088.0,884.0,182.0,223.0,81.6,92.0,118.0,78.0,9.0,15.0,60.0,5.0,4.3,1.9,0.7,28.0,22.0,10.0,1.0,38.0,FW,23.0,2001.0,24.7,22.0,13.0,6.0,7.0,9.0,5.0,10.0,50.0,5.0,15.0,2.0,13.0,3.0,25.0,15.0,0.0,FW,23.0,2001.0,24.7,687.0,19.0,50.0,285.0,361.0,141.0,687.0,61.0,18.0,29.5,32.0,52.5,417.0,2510.0,1316.0,47.0,25.0,32.0,71.0,41.0,514.0,129.0,FW,Nicolas Jackson,Chelsea,Centre-Forward,50000000.0,50.0,Nicolas Jackson,Chelsea,0.9028,3.4413,0.3765,2.2267,4.5344,2.1796278590656324,-0.878481408963642,0.9353661911082257,-1.4386050956652428,1.4788179779393262,0.8262,0.6047,0.8605,-0.2558,Overvalued
Reece James,eng ENG,"DF,MF",Chelsea,24.0,1999.0,11.8,1,11,3,27.3,0.93,0.25,0.09,0.33,23.2,3,0,0,0.4,0.4,0.04,0.6,0.6,ENG,2024-25,Premier League,reece james,chelsea,DF,eng ENG,24.0,11.8,717.0,854.0,84.0,12618.0,4375.0,333.0,357.0,93.3,317.0,355.0,89.3,57.0,116.0,49.1,1.0,0.7,1.2,0.3,11.0,80.0,5.0,1.0,64.0,DF,24.0,1999.0,11.8,10.0,9.0,6.0,3.0,1.0,3.0,9.0,33.3,6.0,14.0,6.0,8.0,13.0,23.0,23.0,4.0,DF,24.0,1999.0,11.8,952.0,43.0,267.0,516.0,176.0,7.0,952.0,17.0,7.0,41.2,6.0,35.3,486.0,1877.0,822.0,7.0,4.0,1.0,7.0,9.0,607.0,12.0,DF,Reece James,Chelsea,Right-Back,30000000.0,30.0,Reece James,Chelsea,0.1186,6.0169,0.1441,5.0847,1.3559,-0.5342179946190286,0.24078068246829765,-0.35245907743789484,-0.3337764099307405,-0.6052108253177263,-0.139,0.0815,0.694,-0.6125,Overvalued
Vitaly Janelt,de GER,MF,Brentford,26.0,1998.0,25.0,1,14,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,0.2,0.2,GER,2024-25,Premier League,vitaly janelt,brentford,MF,de GER,26.0,25.0,872.0,1057.0,82.5,14466.0,4279.0,443.0,489.0,90.6,344.0,403.0,85.4,66.0,118.0,55.9,3.0,2.2,2.4,0.8,14.0,78.0,23.0,7.0,80.0,MF,26.0,1998.0,25.0,38.0,22.0,14.0,13.0,11.0,21.0,36.0,58.3,15.0,33.0,9.0,24.0,27.0,65.0,53.0,1.0,MF,26.0,1998.0,25.0,1289.0,118.0,418.0,574.0,306.0,32.0,1289.0,12.0,3.0,25.0,7.0,58.3,651.0,3005.0,1278.0,17.0,18.0,3.0,16.0,10.0,814.0,38.0,MF,Vitaly Janelt,Brentford,Defensive Midfield,20000000.0,20.0,Vitaly Janelt,Brentford,0.072,3.88,0.208,6.04,1.04,-0.6956391038216034,-0.6878403759697339,0.0017390620455366252,0.03549686132532564,-0.8123575293872368,-0.2139,0.2689,0.3824,-0.1134,Fair Value
