player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,raw_attacking,raw_progression,raw_creation,raw_defensive,raw_mistakes,z_raw_attacking,z_raw_progression,z_raw_creation,z_raw_defensive,z_raw_mistakes,performance_index,perf_rank_pct,value_rank_pct,undervaluation_delta,valuation_category
Christian Eriksen,dk DEN,MF,Man Utd,32.0,1992.0,11.8,1,14,1,7.1,1.19,0.08,0.0,0.0,25.8,3,1,1,1.4,0.6,0.04,-0.4,-0.6,DEN,2024-25,Premier League,christian eriksen,man utd,MF,dk DEN,32.0,11.8,590.0,749.0,78.8,9936.0,3131.0,312.0,339.0,92.0,194.0,242.0,80.2,62.0,130.0,47.7,2.0,3.2,2.6,-1.2,31.0,54.0,13.0,6.0,55.0,MF,32.0,1992.0,11.8,19.0,9.0,4.0,12.0,3.0,11.0,27.0,40.7,16.0,15.0,5.0,10.0,7.0,26.0,8.0,0.0,MF,32.0,1992.0,11.8,850.0,26.0,173.0,397.0,284.0,17.0,849.0,4.0,0.0,0.0,4.0,100.0,473.0,1784.0,851.0,13.0,14.0,1.0,13.0,5.0,566.0,29.0,MF,Christian Eriksen,Man Utd,Central Midfield,4000000.0,4.0,Christian Eriksen,Man Utd,0.1356,5.7627,0.4407,4.1525,1.5254,-0.4755620683099534,0.13030070248280837,1.2908249737180035,-0.6941388996234948,-0.49408061927185154,0.1976,0.6555,0.0294,0.6261,Undervalued
Pervis Estupiñán,ec ECU,DF,Brighton,26.0,1998.0,26.7,1,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3,0,0,1.2,1.2,0.04,-0.2,-0.2,ECU,2024-25,Premier League,pervis estupinan,brighton,DF,ec ECU,26.0,26.7,1338.0,1610.0,83.1,20347.0,6261.0,782.0,839.0,93.2,451.0,540.0,83.5,74.0,158.0,46.8,1.0,2.1,2.5,-1.1,26.0,105.0,34.0,18.0,132.0,DF,26.0,1998.0,26.7,65.0,43.0,33.0,25.0,7.0,34.0,51.0,66.7,17.0,20.0,5.0,15.0,37.0,102.0,65.0,2.0,DF,26.0,1998.0,26.7,1915.0,89.0,493.0,936.0,506.0,35.0,1915.0,34.0,19.0,55.9,13.0,38.2,1023.0,5007.0,2689.0,59.0,61.0,9.0,34.0,27.0,1144.0,112.0,DF,Pervis Estupiñán,Brighton,Left-Back,30000000.0,30.0,Pervis Estupiñán,Brighton,0.0824,7.1536,0.1161,7.0037,2.2846,-0.6596581965758898,0.7346992946131625,-0.5073797033414097,0.4080525354837615,0.003716108933639861,0.3737,0.4,0.694,-0.294,Overvalued
Evanilson,br BRA,FW,Bournemouth,24.0,1999.0,25.8,10,72,31,43.1,2.79,1.2,0.14,0.32,12.8,0,0,1,12.5,11.7,0.16,-2.5,-1.7,BRA,2024-25,Premier League,evanilson,bournemouth,FW,br BRA,24.0,25.8,244.0,342.0,71.3,3038.0,622.0,154.0,202.0,76.2,54.0,72.0,75.0,11.0,16.0,68.8,1.0,1.9,1.8,-0.9,26.0,14.0,6.0,0.0,28.0,FW,24.0,1999.0,25.8,16.0,10.0,6.0,5.0,5.0,8.0,12.0,66.7,4.0,11.0,2.0,9.0,1.0,17.0,21.0,0.0,FW,24.0,1999.0,25.8,558.0,23.0,56.0,208.0,299.0,127.0,557.0,21.0,7.0,33.3,8.0,38.1,333.0,1822.0,861.0,29.0,18.0,15.0,38.0,24.0,400.0,99.0,FW,Evanilson,Bournemouth,Centre-Forward,35000000.0,35.0,Evanilson,Bournemouth,0.8411,2.2093,0.1124,1.8992,2.4031,1.9659340271674048,-1.4138497154539122,-0.5278882939732532,-1.5652053828131685,0.08138432366337589,0.4702,0.3953,0.593,-0.1977,Overvalued
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26.0,1998.0,28.8,8,100,27,27.0,3.48,0.94,0.07,0.26,21.5,16,1,2,10.5,8.9,0.09,-2.5,-1.9,ENG,2024-25,Premier League,eberechi eze,crystal palace,MF,eng ENG,26.0,28.8,777.0,1047.0,74.2,13226.0,3540.0,380.0,449.0,84.6,299.0,365.0,81.9,77.0,168.0,45.8,8.0,6.2,4.7,1.8,58.0,49.0,39.0,4.0,97.0,MF,26.0,1998.0,28.8,39.0,22.0,14.0,16.0,9.0,17.0,36.0,47.2,19.0,27.0,0.0,27.0,11.0,50.0,10.0,3.0,MF,26.0,1998.0,28.8,1414.0,17.0,193.0,661.0,597.0,95.0,1412.0,138.0,67.0,48.6,62.0,44.9,840.0,5063.0,2380.0,69.0,48.0,22.0,55.0,45.0,907.0,153.0,MF,Eberechi Eze,Crystal Palace,Attacking Midfield,55000000.0,55.0,Eberechi Eze,Crystal Palace,0.5868,5.7639,0.4931,3.0208,3.4722,1.0859483032583783,0.13081218387163038,1.5810080700530729,-1.1316244221482208,0.7823732751717379,0.2037,0.6807,0.8739,-0.1933,Overvalued
Wout Faes,be BEL,DF,Leicester,26.0,1998.0,31.3,1,12,1,8.3,0.38,0.03,0.08,1.0,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5,BEL,2024-25,Premier League,wout faes,leicester,DF,be BEL,26.0,31.3,1376.0,1564.0,88.0,25369.0,9014.0,537.0,569.0,94.4,724.0,763.0,94.9,110.0,204.0,53.9,0.0,0.1,0.4,-0.1,4.0,83.0,6.0,0.0,86.0,DF,26.0,1998.0,31.3,42.0,26.0,26.0,14.0,2.0,25.0,48.0,52.1,23.0,48.0,35.0,13.0,26.0,68.0,185.0,4.0,DF,26.0,1998.0,31.3,1906.0,318.0,962.0,885.0,68.0,27.0,1906.0,6.0,5.0,83.3,1.0,16.7,1107.0,5050.0,2928.0,12.0,13.0,2.0,17.0,6.0,1268.0,1.0,DF,Wout Faes,Leicester,Centre-Back,15000000.0,15.0,Wout Faes,Leicester,0.0799,3.131,0.0032,9.6166,0.7348,-0.668395768540108,-1.0133259273989326,-1.1329252497942746,1.4181107095805348,-1.012451548431523,0.8518,0.8,0.3731,0.4269,Undervalued
Bruno Fernandes,pt POR,MF,Man Utd,29.0,1994.0,33.5,8,93,26,28.0,2.77,0.78,0.05,0.19,22.6,12,3,3,9.9,7.6,0.08,-1.9,-2.6,POR,2024-25,Premier League,bruno fernandes,man utd,MF,pt POR,29.0,33.5,1707.0,2242.0,76.1,30541.0,10698.0,802.0,919.0,87.3,629.0,769.0,81.8,223.0,405.0,55.1,10.0,8.5,8.0,1.5,91.0,214.0,85.0,11.0,325.0,MF,29.0,1994.0,33.5,84.0,50.0,27.0,38.0,19.0,34.0,85.0,40.0,51.0,35.0,6.0,29.0,26.0,110.0,35.0,3.0,MF,29.0,1994.0,33.5,2649.0,62.0,428.0,1263.0,983.0,80.0,2646.0,67.0,28.0,41.8,33.0,49.3,1542.0,7244.0,3866.0,77.0,65.0,14.0,43.0,43.0,1853.0,129.0,MF,Bruno Fernandes,Man Utd,Attacking Midfield,50000000.0,50.0,Bruno Fernandes,Man Utd,0.4657,12.0,0.5522,5.3731,2.5672,0.6667402100196184,2.8407428781268096,1.908895989973655,-0.22229384866893837,0.18895548296234588,1.4876,0.9916,0.8193,0.1723,Fair Value
Mateus Fernandes,pt POR,MF,Southampton,20.0,2004.0,32.3,2,42,14,33.3,1.3,0.43,0.05,0.14,18.7,4,0,0,4.0,4.0,0.1,-2.0,-2.0,POR,2024-25,Premier League,mateus fernandes,southampton,MF,pt POR,20.0,32.3,1087.0,1361.0,79.9,18406.0,4369.0,510.0,580.0,87.9,415.0,483.0,85.9,110.0,196.0,56.1,4.0,3.0,3.6,1.0,34.0,98.0,27.0,6.0,145.0,MF,20.0,2004.0,32.3,89.0,48.0,45.0,28.0,16.0,33.0,72.0,45.8,39.0,43.0,8.0,35.0,28.0,117.0,35.0,7.0,MF,20.0,2004.0,32.3,1760.0,72.0,385.0,867.0,547.0,49.0,1760.0,109.0,49.0,45.0,49.0,45.0,897.0,5736.0,3143.0,76.0,70.0,9.0,58.0,36.0,1077.0,108.0,MF,Mateus Fernandes,Southampton,Central Midfield,8000000.0,8.0,Mateus Fernandes,Southampton,0.1858,6.8421,0.2167,6.0372,2.9102,-0.3019550542186967,0.599356056105412,0.050040129784633514,0.03439579316092823,0.41388412919583734,0.1235,0.5882,0.0714,0.5168,Undervalued
Enzo Fernández,ar ARG,MF,Chelsea,23.0,2001.0,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1,ARG,2024-25,Premier League,enzo fernandez,chelsea,MF,ar ARG,23.0,32.7,1518.0,1900.0,79.9,26776.0,7512.0,700.0,789.0,88.7,626.0,737.0,84.9,157.0,273.0,57.5,7.0,6.8,6.2,0.2,77.0,167.0,41.0,7.0,212.0,MF,23.0,2001.0,32.7,65.0,33.0,17.0,30.0,18.0,31.0,84.0,36.9,53.0,43.0,7.0,36.0,13.0,78.0,23.0,4.0,MF,23.0,2001.0,32.7,2210.0,37.0,346.0,1129.0,751.0,81.0,2210.0,55.0,26.0,47.3,21.0,38.2,1211.0,5652.0,2735.0,60.0,55.0,9.0,29.0,28.0,1622.0,126.0,MF,Enzo Fernández,Chelsea,Central Midfield,75000000.0,75.0,Enzo Fernández,Chelsea,0.37,8.318,0.422,4.4037,1.7431,0.3357552243382026,1.2407314901045443,1.1874466847855218,-0.5970604307571399,-0.3513445748092602,0.6849,0.8992,0.9286,-0.0294,Fair Value
Phil Foden,eng ENG,"MF,FW",Man City,24.0,2000.0,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.1,1.8,1.8,ENG,2024-25,Premier League,phil foden,man city,MF,eng ENG,24.0,19.7,791.0,941.0,84.1,12385.0,2615.0,469.0,516.0,90.9,242.0,271.0,89.3,67.0,112.0,59.8,2.0,4.8,5.3,-2.8,43.0,41.0,39.0,6.0,103.0,MF,24.0,2000.0,19.7,13.0,5.0,5.0,4.0,4.0,7.0,18.0,38.9,11.0,13.0,1.0,12.0,9.0,22.0,7.0,1.0,MF,24.0,2000.0,19.7,1139.0,13.0,85.0,382.0,681.0,83.0,1139.0,43.0,14.0,32.6,23.0,53.5,722.0,3720.0,1782.0,50.0,30.0,17.0,36.0,31.0,894.0,128.0,MF,Phil Foden,Man City,Right Winger,100000000.0,100.0,Phil Foden,Man City,0.6193,7.7665,0.3452,2.132,3.401,1.1983649251398982,1.0010549271400144,0.7617327919100133,-1.4752291691605812,0.7356851126063567,0.2414,0.6975,0.9706,-0.2731,Overvalued
Wesley Fofana,fr FRA,DF,Chelsea,23.0,2000.0,13.0,0,3,0,0.0,0.23,0.0,0.0,0.0,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,FRA,2024-25,Premier League,wesley fofana,chelsea,DF,fr FRA,23.0,13.0,724.0,803.0,90.2,12262.0,3415.0,306.0,326.0,93.9,385.0,416.0,92.5,26.0,42.0,61.9,0.0,0.4,0.2,-0.4,6.0,54.0,1.0,0.0,32.0,DF,23.0,2000.0,13.0,13.0,12.0,6.0,7.0,0.0,6.0,14.0,42.9,8.0,14.0,9.0,5.0,14.0,27.0,55.0,2.0,DF,23.0,2000.0,13.0,933.0,81.0,370.0,523.0,55.0,10.0,933.0,15.0,8.0,53.3,3.0,20.0,557.0,3149.0,1614.0,19.0,12.0,1.0,16.0,5.0,665.0,4.0,DF,Wesley Fofana,Chelsea,Centre-Back,25000000.0,25.0,Wesley Fofana,Chelsea,0.0308,3.9231,0.0308,7.3846,1.6154,-0.8383264125599261,-0.6691211014121925,-0.9801574688464556,0.5552857324720829,-0.43509612529365643,0.2292,0.2741,0.5784,-0.3043,Overvalued
Cody Gakpo,nl NED,FW,Liverpool,25.0,1999.0,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9,NED,2024-25,Premier League,cody gakpo,liverpool,FW,nl NED,25.0,21.5,480.0,634.0,75.7,6870.0,1656.0,298.0,343.0,86.9,149.0,225.0,66.2,19.0,36.0,52.8,4.0,4.4,3.8,-0.4,38.0,24.0,27.0,8.0,52.0,FW,25.0,1999.0,21.5,28.0,16.0,6.0,13.0,9.0,13.0,25.0,52.0,12.0,23.0,3.0,20.0,12.0,40.0,19.0,1.0,FW,25.0,1999.0,21.5,888.0,28.0,91.0,258.0,557.0,110.0,888.0,61.0,31.0,50.8,21.0,34.4,605.0,4320.0,2208.0,59.0,34.0,28.0,45.0,24.0,677.0,278.0,FW,Cody Gakpo,Liverpool,Left Winger,70000000.0,70.0,Cody Gakpo,Liverpool,0.7953,5.1628,0.3907,3.814,3.2093,1.8076539655535362,-0.1303977929248108,1.0139234219750564,-0.825027431820567,0.6099850556769325,0.9637,0.6977,0.9419,-0.2442,Overvalued
Idrissa Gana Gueye,sn SEN,MF,Everton,34.0,1989.0,34.0,0,27,5,18.5,0.79,0.15,0.0,0.0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,SEN,2024-25,Premier League,idrissa gana gueye,everton,MF,sn SEN,34.0,34.0,1230.0,1422.0,86.5,20779.0,5681.0,607.0,667.0,91.0,499.0,552.0,90.4,104.0,144.0,72.2,3.0,1.7,2.0,1.3,19.0,154.0,10.0,3.0,145.0,MF,34.0,1989.0,34.0,133.0,80.0,61.0,55.0,17.0,58.0,99.0,58.6,41.0,48.0,9.0,39.0,48.0,181.0,36.0,1.0,MF,34.0,1989.0,34.0,1801.0,72.0,432.0,1045.0,336.0,21.0,1801.0,39.0,18.0,46.2,19.0,48.7,861.0,4046.0,1752.0,27.0,27.0,4.0,32.0,38.0,1048.0,27.0,MF,Idrissa Gana Gueye,Everton,Defensive Midfield,1000000.0,1.0,Idrissa Gana Gueye,Everton,0.0324,5.0588,0.1382,7.7941,2.0588,-0.8328456665043497,-0.17557720288878123,-0.3847723940740696,0.7135872967431203,-0.14434732377453985,-0.0825,0.3697,0.0126,0.3571,Undervalued
Alejandro Garnacho,ar ARG,"MF,FW",Man Utd,20.0,2004.0,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17.0,0,0,0,7.3,7.3,0.09,-1.3,-1.3,ARG,2024-25,Premier League,alejandro garnacho,man utd,MF,ar ARG,20.0,24.4,649.0,823.0,78.9,9138.0,1181.0,405.0,458.0,88.4,183.0,223.0,82.1,31.0,52.0,59.6,2.0,4.5,2.8,-2.5,37.0,22.0,25.0,5.0,56.0,MF,20.0,2004.0,24.4,30.0,18.0,11.0,6.0,13.0,12.0,37.0,32.4,25.0,19.0,0.0,19.0,13.0,43.0,11.0,2.0,MF,20.0,2004.0,24.4,1159.0,13.0,130.0,364.0,683.0,176.0,1159.0,89.0,26.0,29.2,55.0,61.8,840.0,6365.0,3245.0,141.0,72.0,67.0,64.0,48.0,888.0,290.0,MF,Alejandro Garnacho,Man Utd,Left Winger,45000000.0,45.0,Alejandro Garnacho,Man Utd,0.5451,8.0738,0.2664,2.9918,4.5902,0.9415554955916787,1.1345818320230339,0.32525127714888213,-1.1428465898445022,1.5153721228363435,0.1066,0.5714,0.7563,-0.1849,Overvalued
James Garner,eng ENG,"MF,DF",Everton,23.0,2001.0,17.7,0,12,4,33.3,0.68,0.23,0.0,0.0,20.4,1,0,0,0.7,0.7,0.06,-0.7,-0.7,ENG,2024-25,Premier League,james garner,everton,DF,eng ENG,23.0,17.7,611.0,803.0,76.1,10658.0,3158.0,268.0,309.0,86.7,270.0,326.0,82.8,59.0,120.0,49.2,1.0,1.4,1.4,-0.4,13.0,60.0,7.0,4.0,50.0,DF,23.0,2001.0,17.7,47.0,31.0,25.0,20.0,2.0,24.0,41.0,58.5,17.0,20.0,4.0,16.0,23.0,70.0,37.0,0.0,DF,23.0,2001.0,17.7,977.0,40.0,226.0,511.0,248.0,15.0,977.0,19.0,7.0,36.8,12.0,63.2,478.0,2187.0,842.0,15.0,19.0,2.0,16.0,9.0,550.0,30.0,DF,James Garner,Everton,Defensive Midfield,18000000.0,18.0,James Garner,Everton,0.0395,3.6723,0.1356,7.1751,1.4124,-0.8079456507280461,-0.7780902440645469,-0.39941005032806337,0.47430917301664793,-0.5681674233024346,0.2013,0.2519,0.4142,-0.1623,Overvalued
Morgan Gibbs-White,eng ENG,MF,Nottm Forest,24.0,2000.0,31.1,7,61,21,34.4,1.96,0.67,0.11,0.33,17.4,4,0,0,6.3,6.3,0.1,0.7,0.7,ENG,2024-25,Premier League,morgan gibbs-white,nottm forest,MF,eng ENG,24.0,31.1,993.0,1269.0,78.3,15389.0,4754.0,540.0,634.0,85.2,336.0,409.0,82.2,73.0,124.0,58.9,8.0,5.0,4.7,3.0,51.0,128.0,41.0,10.0,164.0,MF,24.0,2000.0,31.1,43.0,22.0,14.0,23.0,6.0,17.0,33.0,51.5,16.0,18.0,5.0,13.0,23.0,66.0,29.0,1.0,MF,24.0,2000.0,31.1,1626.0,35.0,185.0,830.0,636.0,92.0,1626.0,77.0,31.0,40.3,35.0,45.5,923.0,5093.0,2566.0,69.0,52.0,13.0,70.0,44.0,1226.0,136.0,MF,Morgan Gibbs-White,Nottm Forest,Attacking Midfield,50000000.0,50.0,Morgan Gibbs-White,Nottm Forest,0.4277,7.492,0.418,3.6334,3.6656,0.5351681859998019,0.8817540283005084,1.165219798654916,-0.8948084532232307,0.9091615644649659,0.3201,0.7395,0.8193,-0.0798,Fair Value
João Gomes,br BRA,MF,Wolves,23.0,2001.0,33.0,3,35,7,20.0,1.06,0.21,0.09,0.43,18.3,0,0,0,2.9,2.9,0.08,0.1,0.1,BRA,2024-25,Premier League,joao gomes,wolves,MF,br BRA,23.0,33.0,1380.0,1623.0,85.0,19707.0,4911.0,813.0,896.0,90.7,430.0,498.0,86.3,66.0,112.0,58.9,1.0,1.2,1.9,-0.2,23.0,122.0,24.0,1.0,165.0,MF,23.0,2001.0,33.0,116.0,71.0,55.0,53.0,8.0,48.0,110.0,43.6,62.0,42.0,4.0,38.0,25.0,141.0,33.0,0.0,MF,23.0,2001.0,33.0,1998.0,62.0,431.0,1105.0,491.0,45.0,1998.0,65.0,30.0,46.2,28.0,43.1,1059.0,6216.0,2843.0,59.0,51.0,6.0,43.0,51.0,1335.0,76.0,MF,João Gomes,Wolves,Central Midfield,40000000.0,40.0,João Gomes,Wolves,0.1788,6.7879,0.0667,6.5455,2.8485,-0.32607832883743154,0.5757916924849023,-0.7812779631681006,0.23089076400104627,0.37340850428624983,-0.041,0.4118,0.6975,-0.2857,Overvalued
Toti Gomes,pt POR,DF,Wolves,25.0,1999.0,29.0,0,7,2,28.6,0.24,0.07,0.0,0.0,11.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,POR,2024-25,Premier League,toti gomes,wolves,DF,pt POR,25.0,29.0,1473.0,1714.0,85.9,24482.0,8584.0,677.0,734.0,92.2,674.0,733.0,92.0,89.0,171.0,52.0,1.0,0.9,0.6,0.1,9.0,87.0,6.0,3.0,86.0,DF,25.0,1999.0,29.0,61.0,43.0,42.0,15.0,4.0,37.0,46.0,80.4,9.0,29.0,17.0,12.0,25.0,86.0,152.0,5.0,DF,25.0,1999.0,29.0,2027.0,217.0,942.0,1000.0,108.0,17.0,2027.0,32.0,20.0,62.5,10.0,31.3,1205.0,5793.0,3203.0,27.0,20.0,0.0,20.0,15.0,1387.0,18.0,DF,Toti Gomes,Wolves,Centre-Back,28000000.0,28.0,Toti Gomes,Wolves,0.0241,3.8966,0.0655,9.2069,1.2069,-0.8612753492458375,-0.6806477483072304,-0.7876460261578018,1.2597261855570316,-0.7029287651166851,0.7687,0.7037,0.6604,0.0433,Fair Value
Anthony Gordon,eng ENG,"FW,MF",Newcastle,23.0,2001.0,27.0,6,57,16,28.1,2.11,0.59,0.09,0.31,17.0,1,1,2,8.0,6.5,0.11,-2.0,-1.5,ENG,2024-25,Premier League,anthony gordon,newcastle,MF,eng ENG,23.0,27.0,720.0,982.0,73.3,11128.0,3642.0,397.0,464.0,85.6,244.0,312.0,78.2,56.0,125.0,44.8,5.0,5.0,5.1,0.0,51.0,65.0,55.0,17.0,98.0,MF,23.0,2001.0,27.0,32.0,18.0,9.0,18.0,5.0,12.0,37.0,32.4,25.0,25.0,2.0,23.0,7.0,39.0,9.0,3.0,MF,23.0,2001.0,27.0,1267.0,16.0,125.0,475.0,687.0,128.0,1265.0,103.0,38.0,36.9,47.0,45.6,818.0,6099.0,3295.0,121.0,62.0,56.0,36.0,38.0,924.0,214.0,MF,Anthony Gordon,Newcastle,Left Winger,65000000.0,65.0,Anthony Gordon,Newcastle,0.463,8.1111,0.3704,2.7037,2.7407,0.657366286141258,1.1508083694598823,0.9013057912217906,-1.2542174357924354,0.302764117412643,0.3677,0.7647,0.9118,-0.1471,Fair Value
Ryan Gravenberch,nl NED,MF,Liverpool,22.0,2002.0,35.1,0,20,5,25.0,0.57,0.14,0.0,0.0,24.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,NED,2024-25,Premier League,ryan gravenberch,liverpool,MF,nl NED,22.0,35.1,1718.0,1927.0,89.2,25904.0,6528.0,917.0,991.0,92.5,680.0,737.0,92.3,64.0,104.0,61.5,4.0,3.1,3.5,0.9,26.0,151.0,35.0,2.0,181.0,MF,22.0,2002.0,35.1,69.0,35.0,27.0,29.0,13.0,32.0,56.0,57.1,24.0,35.0,10.0,25.0,60.0,129.0,59.0,2.0,MF,22.0,2002.0,35.1,2343.0,117.0,509.0,1354.0,512.0,26.0,2343.0,81.0,37.0,45.7,30.0,37.0,1396.0,7452.0,3742.0,70.0,75.0,10.0,55.0,26.0,1669.0,55.0,MF,Ryan Gravenberch,Liverpool,Central Midfield,75000000.0,75.0,Ryan Gravenberch,Liverpool,0.0313,7.151,0.2023,6.3533,2.3077,-0.8363545039261737,0.7335864431443117,-0.02995538616098234,0.15660031134502517,0.01882802401680116,0.1601,0.6303,0.9286,-0.2983,Overvalued
Archie Gray,eng ENG,"DF,MF",Tottenham,18.0,2006.0,19.5,0,1,1,100.0,0.05,0.05,0.0,0.0,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG,2024-25,Premier League,archie gray,tottenham,DF,eng ENG,18.0,19.5,1001.0,1145.0,87.4,17440.0,5370.0,389.0,423.0,92.0,537.0,584.0,92.0,59.0,103.0,57.3,0.0,0.1,0.2,-0.1,3.0,43.0,0.0,0.0,40.0,DF,18.0,2006.0,19.5,16.0,8.0,4.0,8.0,4.0,7.0,17.0,41.2,10.0,22.0,11.0,11.0,19.0,35.0,50.0,2.0,DF,18.0,2006.0,19.5,1286.0,150.0,609.0,582.0,106.0,3.0,1286.0,13.0,7.0,53.8,5.0,38.5,878.0,4023.0,1678.0,7.0,5.0,0.0,12.0,11.0,941.0,17.0,DF,Archie Gray,Tottenham,Central Midfield,38000000.0,38.0,Archie Gray,Tottenham,0.0,2.4103,0.0051,5.4872,1.1795,-0.944809478782555,-1.3265241959925138,-1.122214258616709,-0.17820733512631592,-0.7209002193039447,-0.3853,0.0296,0.806,-0.7763,Overvalued
Jacob Greaves,eng ENG,DF,Ipswich,23.0,2000.0,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,ENG,2024-25,Premier League,jacob greaves,ipswich,DF,eng ENG,23.0,24.5,962.0,1121.0,85.8,15937.0,6129.0,444.0,481.0,92.3,463.0,519.0,89.2,39.0,88.0,44.3,0.0,0.3,0.2,-0.3,5.0,75.0,2.0,0.0,69.0,DF,23.0,2000.0,24.5,40.0,21.0,20.0,17.0,3.0,22.0,35.0,62.9,13.0,41.0,26.0,15.0,21.0,61.0,148.0,3.0,DF,23.0,2000.0,24.5,1404.0,276.0,746.0,568.0,95.0,22.0,1404.0,6.0,4.0,66.7,1.0,16.7,619.0,2881.0,1268.0,11.0,11.0,0.0,10.0,2.0,851.0,11.0,DF,Jacob Greaves,Ipswich,Centre-Back,18000000.0,18.0,Jacob Greaves,Ipswich,0.0939,3.2653,0.0122,10.2041,0.4898,-0.6199274706135139,-0.9549584206399558,-1.0827862516600673,1.6452086911649044,-1.1731088578460331,1.0515,0.8741,0.4142,0.4599,Undervalued
Gonçalo Guedes,pt POR,"MF,FW",Wolves,27.0,1996.0,11.1,2,27,8,29.6,2.44,0.72,0.07,0.25,18.9,0,0,0,3.2,3.2,0.12,-1.2,-1.2,POR,2024-25,Premier League,goncalo guedes,wolves,MF,pt POR,27.0,11.1,259.0,349.0,74.2,4193.0,1060.0,137.0,158.0,86.7,97.0,128.0,75.8,17.0,35.0,48.6,4.0,1.3,0.9,2.7,14.0,18.0,17.0,5.0,40.0,MF,27.0,1996.0,11.1,16.0,5.0,2.0,6.0,8.0,4.0,16.0,25.0,12.0,11.0,0.0,11.0,5.0,21.0,4.0,0.0,MF,27.0,1996.0,11.1,484.0,6.0,49.0,199.0,250.0,40.0,484.0,28.0,9.0,32.1,15.0,53.6,304.0,2074.0,1056.0,41.0,27.0,8.0,38.0,18.0,337.0,79.0,MF,Gonçalo Guedes,Wolves,Left Winger,11000000.0,11.0,Gonçalo Guedes,Wolves,0.4685,7.2973,0.4775,3.2432,5.045,0.6764191871295413,0.7971618429357612,1.4947021713131503,-1.0456472740903828,1.8136232089780706,0.2207,0.6891,0.1723,0.5168,Undervalued
Marc Guéhi,eng ENG,DF,Crystal Palace,24.0,2000.0,34.0,3,15,7,46.7,0.44,0.21,0.2,0.43,10.7,0,0,0,2.0,2.0,0.13,1.0,1.0,ENG,2024-25,Premier League,marc guehi,crystal palace,DF,eng ENG,24.0,34.0,1473.0,1765.0,83.5,28093.0,11512.0,549.0,605.0,90.7,760.0,854.0,89.0,152.0,274.0,55.5,2.0,1.8,2.0,0.2,16.0,133.0,11.0,3.0,134.0,DF,24.0,2000.0,34.0,61.0,34.0,36.0,23.0,2.0,31.0,47.0,66.0,16.0,55.0,23.0,32.0,28.0,89.0,163.0,2.0,DF,24.0,2000.0,34.0,2131.0,311.0,1051.0,943.0,148.0,39.0,2131.0,15.0,12.0,80.0,2.0,13.3,1142.0,5574.0,2935.0,22.0,17.0,1.0,16.0,18.0,1330.0,10.0,DF,Marc Guéhi,Crystal Palace,Centre-Back,45000000.0,45.0,Marc Guéhi,Crystal Palace,0.1471,4.5882,0.1118,9.0294,1.0,-0.4358830593361672,-0.380073479567804,-0.5314251388074784,1.1911157723894545,-0.8385842580140633,0.8352,0.7852,0.8731,-0.0879,Fair Value
