player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,attacking_score,creative_score,defensive_score,performance_index,perf_z,value_z,perf_pct,value_pct,undervaluation_delta,valuation_category
João Gomes,br BRA,MF,Wolves,23.0,2001.0,33.0,3,35,7,20.0,1.06,0.21,0.09,0.43,18.3,0,0,0,2.9,2.9,0.08,0.1,0.1,BRA,2024-25,Premier League,joao gomes,wolves,MF,br BRA,23.0,33.0,1380.0,1623.0,85.0,19707.0,4911.0,813.0,896.0,90.7,430.0,498.0,86.3,66.0,112.0,58.9,1.0,1.2,1.9,-0.2,23.0,122.0,24.0,1.0,165.0,MF,23.0,2001.0,33.0,116.0,71.0,55.0,53.0,8.0,48.0,110.0,43.6,62.0,42.0,4.0,38.0,25.0,141.0,33.0,0.0,MF,23.0,2001.0,33.0,1998.0,62.0,431.0,1105.0,491.0,45.0,1998.0,65.0,30.0,46.2,28.0,43.1,1059.0,6216.0,2843.0,59.0,51.0,6.0,43.0,51.0,1335.0,76.0,MF,João Gomes,Wolves,Central Midfield,40000000.0,40.0,João Gomes,Wolves,0.1788,7.4848,5.5455,4.7112,0.3909,0.261,0.7227,0.6975,0.0252,Fair Value
Toti Gomes,pt POR,DF,Wolves,25.0,1999.0,29.0,0,7,2,28.6,0.24,0.07,0.0,0.0,11.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,POR,2024-25,Premier League,toti gomes,wolves,DF,pt POR,25.0,29.0,1473.0,1714.0,85.9,24482.0,8584.0,677.0,734.0,92.2,674.0,733.0,92.0,89.0,171.0,52.0,1.0,0.9,0.6,0.1,9.0,87.0,6.0,3.0,86.0,DF,25.0,1999.0,29.0,61.0,43.0,42.0,15.0,4.0,37.0,46.0,80.4,9.0,29.0,17.0,12.0,25.0,86.0,152.0,5.0,DF,25.0,1999.0,29.0,2027.0,217.0,942.0,1000.0,108.0,17.0,2027.0,32.0,20.0,62.5,10.0,31.3,1205.0,5793.0,3203.0,27.0,20.0,0.0,20.0,15.0,1387.0,18.0,DF,Toti Gomes,Wolves,Centre-Back,28000000.0,28.0,Toti Gomes,Wolves,0.0241,4.2069,3.9655,3.2497,-0.4595,0.1739,0.3657,0.6604,-0.2948,Overvalued
Anthony Gordon,eng ENG,"FW,MF",Newcastle,23.0,2001.0,27.0,6,57,16,28.1,2.11,0.59,0.09,0.31,17.0,1,1,2,8.0,6.5,0.11,-2.0,-1.5,ENG,2024-25,Premier League,anthony gordon,newcastle,MF,eng ENG,23.0,27.0,720.0,982.0,73.3,11128.0,3642.0,397.0,464.0,85.6,244.0,312.0,78.2,56.0,125.0,44.8,5.0,5.0,5.1,0.0,51.0,65.0,55.0,17.0,98.0,MF,23.0,2001.0,27.0,32.0,18.0,9.0,18.0,5.0,12.0,37.0,32.4,25.0,25.0,2.0,23.0,7.0,39.0,9.0,3.0,MF,23.0,2001.0,27.0,1267.0,16.0,125.0,475.0,687.0,128.0,1265.0,103.0,38.0,36.9,47.0,45.6,818.0,6099.0,3295.0,121.0,62.0,56.0,36.0,38.0,924.0,214.0,MF,Anthony Gordon,Newcastle,Left Winger,65000000.0,65.0,Anthony Gordon,Newcastle,0.5185,10.0,2.3704,4.8667,0.5452,1.2268,0.7815,0.9118,-0.1303,Fair Value
Ryan Gravenberch,nl NED,MF,Liverpool,22.0,2002.0,35.1,0,20,5,25.0,0.57,0.14,0.0,0.0,24.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,NED,2024-25,Premier League,ryan gravenberch,liverpool,MF,nl NED,22.0,35.1,1718.0,1927.0,89.2,25904.0,6528.0,917.0,991.0,92.5,680.0,737.0,92.3,64.0,104.0,61.5,4.0,3.1,3.5,0.9,26.0,151.0,35.0,2.0,181.0,MF,22.0,2002.0,35.1,69.0,35.0,27.0,29.0,13.0,32.0,56.0,57.1,24.0,35.0,10.0,25.0,60.0,129.0,59.0,2.0,MF,22.0,2002.0,35.1,2343.0,117.0,509.0,1354.0,512.0,26.0,2343.0,81.0,37.0,45.7,30.0,37.0,1396.0,7452.0,3742.0,70.0,75.0,10.0,55.0,26.0,1669.0,55.0,MF,Ryan Gravenberch,Liverpool,Central Midfield,75000000.0,75.0,Ryan Gravenberch,Liverpool,0.0313,7.8917,4.6724,4.5678,0.2486,1.6131,0.6387,0.9286,-0.2899,Overvalued
Archie Gray,eng ENG,"DF,MF",Tottenham,18.0,2006.0,19.5,0,1,1,100.0,0.05,0.05,0.0,0.0,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG,2024-25,Premier League,archie gray,tottenham,DF,eng ENG,18.0,19.5,1001.0,1145.0,87.4,17440.0,5370.0,389.0,423.0,92.0,537.0,584.0,92.0,59.0,103.0,57.3,0.0,0.1,0.2,-0.1,3.0,43.0,0.0,0.0,40.0,DF,18.0,2006.0,19.5,16.0,8.0,4.0,8.0,4.0,7.0,17.0,41.2,10.0,22.0,11.0,11.0,19.0,35.0,50.0,2.0,DF,18.0,2006.0,19.5,1286.0,150.0,609.0,582.0,106.0,3.0,1286.0,13.0,7.0,53.8,5.0,38.5,878.0,4023.0,1678.0,7.0,5.0,0.0,12.0,11.0,941.0,17.0,DF,Archie Gray,Tottenham,Central Midfield,38000000.0,38.0,Archie Gray,Tottenham,0.0,2.5641,2.9231,2.2308,-1.6145,0.7087,0.0448,0.806,-0.7612,Overvalued
Jacob Greaves,eng ENG,DF,Ipswich,23.0,2000.0,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,ENG,2024-25,Premier League,jacob greaves,ipswich,DF,eng ENG,23.0,24.5,962.0,1121.0,85.8,15937.0,6129.0,444.0,481.0,92.3,463.0,519.0,89.2,39.0,88.0,44.3,0.0,0.3,0.2,-0.3,5.0,75.0,2.0,0.0,69.0,DF,23.0,2000.0,24.5,40.0,21.0,20.0,17.0,3.0,22.0,35.0,62.9,13.0,41.0,26.0,15.0,21.0,61.0,148.0,3.0,DF,23.0,2000.0,24.5,1404.0,276.0,746.0,568.0,95.0,22.0,1404.0,6.0,4.0,66.7,1.0,16.7,619.0,2881.0,1268.0,11.0,11.0,0.0,10.0,2.0,851.0,11.0,DF,Jacob Greaves,Ipswich,Centre-Back,18000000.0,18.0,Jacob Greaves,Ipswich,0.0939,3.4694,4.1633,3.1412,-0.5824,-0.3609,0.2985,0.4142,-0.1157,Fair Value
Gonçalo Guedes,pt POR,"MF,FW",Wolves,27.0,1996.0,11.1,2,27,8,29.6,2.44,0.72,0.07,0.25,18.9,0,0,0,3.2,3.2,0.12,-1.2,-1.2,POR,2024-25,Premier League,goncalo guedes,wolves,MF,pt POR,27.0,11.1,259.0,349.0,74.2,4193.0,1060.0,137.0,158.0,86.7,97.0,128.0,75.8,17.0,35.0,48.6,4.0,1.3,0.9,2.7,14.0,18.0,17.0,5.0,40.0,MF,27.0,1996.0,11.1,16.0,5.0,2.0,6.0,8.0,4.0,16.0,25.0,12.0,11.0,0.0,11.0,5.0,21.0,4.0,0.0,MF,27.0,1996.0,11.1,484.0,6.0,49.0,199.0,250.0,40.0,484.0,28.0,9.0,32.1,15.0,53.6,304.0,2074.0,1056.0,41.0,27.0,8.0,38.0,18.0,337.0,79.0,MF,Gonçalo Guedes,Wolves,Left Winger,11000000.0,11.0,Gonçalo Guedes,Wolves,0.4685,8.5586,2.8829,4.4288,0.1106,-0.8593,0.5798,0.1723,0.4076,Undervalued
Marc Guéhi,eng ENG,DF,Crystal Palace,24.0,2000.0,34.0,3,15,7,46.7,0.44,0.21,0.2,0.43,10.7,0,0,0,2.0,2.0,0.13,1.0,1.0,ENG,2024-25,Premier League,marc guehi,crystal palace,DF,eng ENG,24.0,34.0,1473.0,1765.0,83.5,28093.0,11512.0,549.0,605.0,90.7,760.0,854.0,89.0,152.0,274.0,55.5,2.0,1.8,2.0,0.2,16.0,133.0,11.0,3.0,134.0,DF,24.0,2000.0,34.0,61.0,34.0,36.0,23.0,2.0,31.0,47.0,66.0,16.0,55.0,23.0,32.0,28.0,89.0,163.0,2.0,DF,24.0,2000.0,34.0,2131.0,311.0,1051.0,943.0,148.0,39.0,2131.0,15.0,12.0,80.0,2.0,13.3,1142.0,5574.0,2935.0,22.0,17.0,1.0,16.0,18.0,1330.0,10.0,DF,Marc Guéhi,Crystal Palace,Centre-Back,45000000.0,45.0,Marc Guéhi,Crystal Palace,0.1471,5.0588,4.2353,3.6647,0.011,1.0831,0.5597,0.8731,-0.3134,Overvalued
Bruno Guimarães,br BRA,MF,Newcastle,26.0,1997.0,36.3,5,45,13,28.9,1.24,0.36,0.11,0.38,16.4,0,0,0,4.3,4.3,0.1,0.7,0.7,BRA,2024-25,Premier League,bruno guimaraes,newcastle,MF,br BRA,26.0,36.3,1481.0,1798.0,82.4,24436.0,7860.0,736.0,810.0,90.9,581.0,670.0,86.7,118.0,201.0,58.7,6.0,6.1,5.4,-0.1,52.0,180.0,77.0,6.0,271.0,MF,26.0,1997.0,36.3,83.0,47.0,41.0,30.0,12.0,33.0,69.0,47.8,36.0,36.0,10.0,26.0,29.0,112.0,44.0,5.0,MF,26.0,1997.0,36.3,2213.0,83.0,445.0,1131.0,662.0,85.0,2213.0,78.0,34.0,43.6,27.0,34.6,1400.0,7763.0,3483.0,64.0,46.0,15.0,56.0,76.0,1652.0,96.0,MF,Bruno Guimarães,Newcastle,Central Midfield,80000000.0,80.0,Bruno Guimarães,Newcastle,0.2562,10.6612,4.0771,5.5645,1.2378,1.8063,0.9076,0.9454,-0.0378,Fair Value
İlkay Gündoğan,de GER,MF,Man City,33.0,1990.0,24.7,1,27,7,25.9,1.09,0.28,0.04,0.14,18.1,2,0,0,3.2,3.2,0.12,-2.2,-2.2,GER,2024-25,Premier League,ilkay gundogan,man city,MF,de GER,33.0,24.7,1525.0,1703.0,89.5,23600.0,4511.0,871.0,923.0,94.4,520.0,565.0,92.0,102.0,155.0,65.8,6.0,3.5,4.4,2.5,44.0,108.0,23.0,2.0,127.0,MF,33.0,1990.0,24.7,25.0,13.0,5.0,15.0,5.0,10.0,24.0,41.7,14.0,15.0,0.0,15.0,13.0,38.0,23.0,0.0,MF,33.0,1990.0,24.7,1892.0,45.0,270.0,929.0,714.0,67.0,1892.0,41.0,17.0,41.5,16.0,39.0,1118.0,6209.0,3000.0,64.0,57.0,11.0,29.0,25.0,1480.0,96.0,MF,İlkay Gündoğan,Man City,Central Midfield,5000000.0,5.0,İlkay Gündoğan,Man City,0.17,9.5142,2.1457,4.5004,0.1817,-1.0911,0.5966,0.042,0.5546,Undervalued
Malo Gusto,fr FRA,DF,Chelsea,21.0,2003.0,20.7,0,22,4,18.2,1.06,0.19,0.0,0.0,21.3,0,0,0,1.7,1.7,0.08,-1.7,-1.7,FRA,2024-25,Premier League,malo gusto,chelsea,DF,fr FRA,21.0,20.7,1198.0,1385.0,86.5,19538.0,4892.0,585.0,628.0,93.2,517.0,585.0,88.4,68.0,112.0,60.7,1.0,1.4,1.9,-0.4,22.0,111.0,19.0,7.0,119.0,DF,21.0,2003.0,20.7,45.0,29.0,27.0,15.0,3.0,25.0,48.0,52.1,23.0,29.0,8.0,21.0,24.0,69.0,49.0,5.0,DF,21.0,2003.0,20.7,1595.0,64.0,387.0,772.0,451.0,43.0,1595.0,16.0,4.0,25.0,11.0,68.8,882.0,4513.0,2248.0,50.0,36.0,8.0,18.0,17.0,1072.0,85.0,DF,Malo Gusto,Chelsea,Right-Back,35000000.0,35.0,Malo Gusto,Chelsea,0.0821,9.2271,4.7343,5.1517,1.6965,0.5483,0.9403,0.7612,0.1791,Fair Value
Joško Gvardiol,hr CRO,DF,Man City,22.0,2002.0,36.4,5,40,12,30.0,1.1,0.33,0.13,0.42,12.9,0,0,0,4.6,4.3,0.11,0.4,0.7,CRO,2024-25,Premier League,josko gvardiol,man city,DF,hr CRO,22.0,36.4,2454.0,2721.0,90.2,39905.0,10760.0,1198.0,1274.0,94.0,1128.0,1217.0,92.7,107.0,162.0,66.0,0.0,2.1,2.9,-2.1,26.0,247.0,20.0,1.0,264.0,DF,22.0,2002.0,36.4,58.0,39.0,25.0,21.0,12.0,21.0,40.0,52.5,19.0,42.0,20.0,22.0,44.0,102.0,122.0,8.0,DF,22.0,2002.0,36.4,3103.0,146.0,764.0,1549.0,815.0,98.0,3103.0,43.0,25.0,58.1,14.0,32.6,1997.0,10574.0,6002.0,91.0,102.0,15.0,29.0,16.0,2257.0,121.0,DF,Joško Gvardiol,Man City,Centre-Back,75000000.0,75.0,Joško Gvardiol,Man City,0.2637,10.467,3.956,5.1709,1.7183,2.6877,0.9478,0.9776,-0.0299,Fair Value
Erling Haaland,no NOR,FW,Man City,24.0,2000.0,30.4,22,104,55,52.9,3.42,1.81,0.18,0.35,12.3,1,3,4,22.0,18.8,0.19,0.0,0.2,NOR,2024-25,Premier League,erling haaland,man city,FW,no NOR,24.0,30.4,255.0,381.0,66.9,3086.0,593.0,175.0,246.0,71.1,59.0,84.0,70.2,4.0,6.0,66.7,3.0,3.0,2.0,0.0,29.0,10.0,8.0,1.0,20.0,FW,24.0,2000.0,30.4,11.0,6.0,3.0,3.0,5.0,3.0,8.0,37.5,5.0,12.0,1.0,11.0,5.0,16.0,23.0,0.0,FW,24.0,2000.0,30.4,639.0,22.0,40.0,222.0,384.0,190.0,635.0,36.0,13.0,36.1,20.0,55.6,310.0,1494.0,577.0,24.0,15.0,23.0,45.0,27.0,478.0,124.0,FW,Erling Haaland,Man City,Centre-Forward,180000000.0,180.0,Erling Haaland,Man City,1.4474,2.4013,0.9211,1.6809,-0.8627,4.7225,0.2326,1.0,-0.7674,Overvalued
Lewis Hall,eng ENG,DF,Newcastle,19.0,2004.0,24.3,0,11,1,9.1,0.45,0.04,0.0,0.0,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,ENG,2024-25,Premier League,lewis hall,newcastle,DF,eng ENG,19.0,24.3,1300.0,1592.0,81.7,21999.0,8891.0,653.0,715.0,91.3,525.0,617.0,85.1,104.0,202.0,51.5,4.0,4.3,3.7,-0.3,34.0,114.0,17.0,5.0,123.0,DF,19.0,2004.0,24.3,58.0,41.0,28.0,22.0,8.0,40.0,74.0,54.1,34.0,33.0,18.0,15.0,18.0,76.0,75.0,3.0,DF,19.0,2004.0,24.3,1820.0,95.0,623.0,804.0,414.0,47.0,1820.0,21.0,11.0,52.4,7.0,33.3,950.0,4398.0,2358.0,41.0,22.0,13.0,33.0,20.0,1094.0,80.0,DF,Lewis Hall,Newcastle,Left-Back,32000000.0,32.0,Lewis Hall,Newcastle,0.0165,8.1481,4.4856,4.6905,1.1738,0.3878,0.8881,0.7164,0.1716,Fair Value
Jack Harrison,eng ENG,FW,Everton,27.0,1996.0,23.1,1,29,7,24.1,1.26,0.3,0.03,0.14,16.2,0,0,0,3.5,3.5,0.12,-2.5,-2.5,ENG,2024-25,Premier League,jack harrison,everton,FW,eng ENG,27.0,23.1,414.0,659.0,62.8,6596.0,2477.0,239.0,295.0,81.0,122.0,182.0,67.0,36.0,108.0,33.3,0.0,3.7,3.1,-3.7,33.0,28.0,25.0,11.0,51.0,FW,27.0,1996.0,23.1,32.0,22.0,12.0,12.0,8.0,15.0,46.0,32.6,31.0,18.0,2.0,16.0,10.0,42.0,35.0,2.0,FW,27.0,1996.0,23.1,948.0,36.0,157.0,336.0,463.0,69.0,948.0,75.0,24.0,32.0,43.0,57.3,524.0,3153.0,1639.0,73.0,36.0,17.0,52.0,41.0,612.0,127.0,FW,Jack Harrison,Everton,Right Winger,14000000.0,14.0,Jack Harrison,Everton,0.1948,6.7965,2.5974,2.4156,-0.0094,-0.7145,0.5581,0.1628,0.3953,Undervalued
Taylor Harwood-Bellis,eng ENG,DF,Southampton,22.0,2002.0,31.4,1,20,8,40.0,0.64,0.25,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,ENG,2024-25,Premier League,taylor harwood-bellis,southampton,DF,eng ENG,22.0,31.4,1892.0,2164.0,87.4,35252.0,12592.0,683.0,739.0,92.4,1019.0,1113.0,91.6,174.0,272.0,64.0,0.0,1.0,0.7,-1.0,14.0,178.0,10.0,1.0,125.0,DF,22.0,2002.0,31.4,28.0,20.0,13.0,12.0,3.0,19.0,35.0,54.3,16.0,65.0,43.0,22.0,30.0,58.0,141.0,6.0,DF,22.0,2002.0,31.4,2475.0,340.0,1158.0,1145.0,182.0,42.0,2475.0,3.0,3.0,100.0,0.0,0.0,1433.0,6776.0,3938.0,29.0,27.0,0.0,16.0,5.0,1792.0,9.0,DF,Taylor Harwood-Bellis,Southampton,Centre-Back,22000000.0,22.0,Taylor Harwood-Bellis,Southampton,0.0892,5.3503,3.9172,3.5815,-0.0833,-0.147,0.5448,0.4888,0.056,Fair Value
Kai Havertz,de GER,"FW,MF",Arsenal,25.0,1999.0,20.8,9,53,21,39.6,2.54,1.01,0.17,0.43,11.6,0,0,0,9.5,9.5,0.18,-0.5,-0.5,GER,2024-25,Premier League,kai havertz,arsenal,MF,de GER,25.0,20.8,407.0,519.0,78.4,4905.0,1033.0,286.0,340.0,84.1,95.0,115.0,82.6,5.0,11.0,45.5,3.0,2.4,1.7,0.6,17.0,27.0,9.0,1.0,61.0,MF,25.0,1999.0,20.8,16.0,9.0,3.0,6.0,7.0,4.0,15.0,26.7,11.0,23.0,4.0,19.0,6.0,22.0,33.0,1.0,MF,25.0,1999.0,20.8,785.0,31.0,92.0,287.0,411.0,107.0,785.0,38.0,9.0,23.7,24.0,63.2,418.0,2012.0,954.0,35.0,23.0,18.0,44.0,23.0,584.0,113.0,MF,Kai Havertz,Arsenal,Centre-Forward,65000000.0,65.0,Kai Havertz,Arsenal,0.8894,5.4327,2.1635,3.0889,-1.2194,1.2268,0.084,0.9118,-0.8277,Overvalued
Jan Paul van Hecke,nl NED,DF,Brighton,24.0,2000.0,32.9,1,17,5,29.4,0.52,0.15,0.06,0.2,13.9,0,0,0,1.3,1.3,0.08,-0.3,-0.3,NED,2024-25,Premier League,jan paul van hecke,brighton,DF,nl NED,24.0,32.9,2016.0,2286.0,88.2,39486.0,15217.0,703.0,752.0,93.5,1077.0,1156.0,93.2,219.0,334.0,65.6,1.0,1.5,1.4,-0.5,15.0,226.0,17.0,4.0,228.0,DF,24.0,2000.0,32.9,45.0,29.0,24.0,19.0,2.0,23.0,41.0,56.1,18.0,37.0,22.0,15.0,24.0,69.0,142.0,2.0,DF,24.0,2000.0,32.9,2589.0,272.0,1094.0,1350.0,166.0,33.0,2589.0,11.0,5.0,45.5,4.0,36.4,1715.0,10633.0,7191.0,55.0,46.0,0.0,12.0,7.0,1820.0,5.0,DF,Jan Paul van Hecke,Brighton,Centre-Back,32000000.0,32.0,Jan Paul van Hecke,Brighton,0.0699,9.0578,3.2219,4.3422,0.779,0.3878,0.7836,0.7164,0.0672,Fair Value
Dean Henderson,eng ENG,GK,Crystal Palace,27.0,1997.0,38.0,0,1,0,0.0,0.03,0.0,0.0,0.0,14.9,0,0,0,0.0,0.0,0.01,0.0,0.0,ENG,2024-25,Premier League,dean henderson,crystal palace,GK,eng ENG,27.0,38.0,745.0,1216.0,61.3,20401.0,13551.0,180.0,181.0,99.4,350.0,353.0,99.2,211.0,677.0,31.2,0.0,0.2,0.1,-0.2,3.0,23.0,1.0,0.0,0.0,GK,27.0,1997.0,38.0,2.0,1.0,2.0,0.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,GK,27.0,1997.0,38.0,1308.0,1065.0,1303.0,4.0,1.0,1.0,1308.0,0.0,0.0,0.0,0.0,0.0,751.0,4483.0,2136.0,0.0,0.0,0.0,2.0,0.0,580.0,0.0,GK,Dean Henderson,Crystal Palace,Goalkeeper,20000000.0,20.0,Dean Henderson,Crystal Palace,0.0,0.0789,0.0526,0.05,-0.1165,0.5133,0.5385,0.7115,-0.1731,Overvalued
Mads Hermansen,dk DEN,GK,Leicester,24.0,2000.0,26.5,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,DEN,2024-25,Premier League,mads hermansen,leicester,GK,dk DEN,24.0,26.5,654.0,1073.0,61.0,17066.0,12387.0,151.0,155.0,97.4,312.0,329.0,94.8,191.0,584.0,32.7,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,GK,24.0,2000.0,26.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,GK,24.0,2000.0,26.5,1147.0,831.0,1106.0,43.0,0.0,0.0,1147.0,1.0,1.0,100.0,0.0,0.0,734.0,3625.0,1904.0,0.0,0.0,0.0,1.0,0.0,625.0,0.0,GK,Mads Hermansen,Leicester,Goalkeeper,15000000.0,15.0,Mads Hermansen,Leicester,0.0,0.0377,0.0755,0.0491,-0.1415,0.0226,0.5,0.5385,-0.0385,Fair Value
Son Heung-min,kr KOR,FW,Tottenham,32.0,1992.0,23.4,7,55,24,43.6,2.35,1.02,0.11,0.25,17.0,1,1,2,7.2,5.7,0.11,-0.2,0.3,KOR,2024-25,Premier League,son heung-min,tottenham,FW,kr KOR,32.0,23.4,730.0,925.0,78.9,10322.0,2867.0,447.0,498.0,89.8,206.0,256.0,80.5,39.0,81.0,48.1,9.0,8.2,5.1,0.8,50.0,40.0,51.0,6.0,111.0,FW,32.0,1992.0,23.4,17.0,9.0,3.0,8.0,6.0,5.0,27.0,18.5,22.0,11.0,0.0,11.0,5.0,22.0,17.0,1.0,FW,32.0,1992.0,23.4,1134.0,16.0,115.0,362.0,668.0,122.0,1132.0,83.0,29.0,34.9,41.0,49.4,761.0,4914.0,2613.0,96.0,49.0,44.0,25.0,32.0,867.0,265.0,FW,Son Heung-min,Tottenham,Left Winger,20000000.0,20.0,Son Heung-min,Tottenham,0.6068,10.9829,1.4103,3.8,1.5984,-0.5179,0.907,0.2907,0.6163,Undervalued
Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19.0,2005.0,20.5,5,18,10,55.6,0.88,0.49,0.28,0.5,12.2,0,0,0,2.7,2.7,0.15,2.3,2.3,ENG,2024-25,Premier League,jack hinshelwood,brighton,DF,eng ENG,19.0,20.5,870.0,1046.0,83.2,13114.0,3047.0,510.0,562.0,90.7,280.0,333.0,84.1,56.0,107.0,52.3,2.0,1.5,1.5,0.5,17.0,36.0,9.0,2.0,68.0,DF,19.0,2005.0,20.5,27.0,19.0,8.0,10.0,9.0,11.0,27.0,40.7,16.0,10.0,3.0,7.0,16.0,43.0,37.0,1.0,DF,19.0,2005.0,20.5,1199.0,50.0,322.0,560.0,323.0,35.0,1199.0,11.0,2.0,18.2,8.0,72.7,590.0,2435.0,1189.0,19.0,20.0,2.0,18.0,3.0,762.0,54.0,DF,Jack Hinshelwood,Brighton,Defensive Midfield,24000000.0,24.0,Jack Hinshelwood,Brighton,0.3756,5.0732,2.5854,2.8898,-0.8675,-0.04,0.1791,0.5187,-0.3396,Overvalued
Callum Hudson-Odoi,eng ENG,"FW,MF",Nottm Forest,23.0,2000.0,24.4,5,37,17,45.9,1.52,0.7,0.14,0.29,18.3,0,0,0,2.5,2.5,0.07,2.5,2.5,ENG,2024-25,Premier League,callum hudson-odoi,nottm forest,MF,eng ENG,23.0,24.4,691.0,843.0,82.0,10242.0,2075.0,401.0,437.0,91.8,218.0,266.0,82.0,44.0,87.0,50.6,2.0,2.7,2.6,-0.7,44.0,38.0,33.0,11.0,71.0,MF,23.0,2000.0,24.4,22.0,14.0,8.0,8.0,6.0,12.0,18.0,66.7,6.0,11.0,0.0,11.0,13.0,35.0,12.0,1.0,MF,23.0,2000.0,24.4,1035.0,16.0,117.0,338.0,605.0,74.0,1035.0,63.0,37.0,58.7,18.0,28.6,641.0,5345.0,3401.0,130.0,61.0,47.0,45.0,23.0,784.0,189.0,MF,Callum Hudson-Odoi,Nottm Forest,Left Winger,25000000.0,25.0,Callum Hudson-Odoi,Nottm Forest,0.3074,10.041,1.8852,4.6742,0.3541,-0.3185,0.6807,0.4622,0.2185,Fair Value
Will Hughes,eng ENG,MF,Crystal Palace,29.0,1995.0,23.4,0,22,1,4.5,0.94,0.04,0.0,0.0,22.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,ENG,2024-25,Premier League,will hughes,crystal palace,MF,eng ENG,29.0,23.4,737.0,970.0,76.0,11688.0,4132.0,373.0,424.0,88.0,288.0,349.0,82.5,48.0,129.0,37.2,3.0,3.1,2.6,-0.1,33.0,76.0,15.0,3.0,87.0,MF,29.0,1995.0,23.4,66.0,36.0,20.0,33.0,13.0,28.0,62.0,45.2,34.0,31.0,14.0,17.0,22.0,88.0,28.0,3.0,MF,29.0,1995.0,23.4,1203.0,48.0,295.0,615.0,308.0,17.0,1203.0,16.0,5.0,31.3,7.0,43.8,532.0,2718.0,1276.0,20.0,24.0,1.0,21.0,30.0,659.0,27.0,MF,Will Hughes,Crystal Palace,Central Midfield,7000000.0,7.0,Will Hughes,Crystal Palace,0.047,5.9829,5.0855,3.9329,-0.3816,-1.0138,0.3697,0.0546,0.3151,Undervalued
Dean Huijsen,es ESP,DF,Bournemouth,19.0,2005.0,27.0,3,18,3,16.7,0.67,0.11,0.17,1.0,11.9,0,0,0,1.9,1.9,0.1,1.1,1.1,ESP,2024-25,Premier League,dean huijsen,bournemouth,DF,es ESP,19.0,27.0,1355.0,1625.0,83.4,27219.0,10928.0,449.0,500.0,89.8,712.0,781.0,91.2,181.0,304.0,59.5,2.0,2.0,1.6,0.0,15.0,180.0,7.0,2.0,132.0,DF,19.0,2005.0,27.0,36.0,26.0,19.0,16.0,1.0,18.0,29.0,62.1,11.0,40.0,29.0,11.0,51.0,87.0,198.0,4.0,DF,19.0,2005.0,27.0,2021.0,254.0,915.0,971.0,145.0,30.0,2021.0,5.0,2.0,40.0,3.0,60.0,1118.0,7072.0,4349.0,41.0,31.0,0.0,20.0,1.0,1271.0,10.0,DF,Dean Huijsen,Bournemouth,Centre-Back,60000000.0,60.0,Dean Huijsen,Bournemouth,0.1815,6.963,4.7037,4.477,0.9318,1.8854,0.8209,0.9515,-0.1306,Fair Value
