player_name,nation_raw,position,club,age,born,nineties,goals,shots,shots_on_target,SoT%,shots_per90,sot_per90,goals_per_shot,goals_per_sot,avg_shot_distance,free_kicks,penalty_goals,penalty_attempts,xg,npxg,npxg_per_shot,g_minus_xg,npg_minus_npxg,nation_code,season,league,player_key,club_key,position_group,nation,age_pass,nineties_pass,passes_completed_total,passes_attempted_total,pass_completion_total_pct,pass_total_distance,pass_progressive_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,a_minus_xag,key_passes,passes_into_final_third,passes_into_pen_area,crosses_into_pen_area,progressive_passes,position_group_pass,age_def,born_def,nineties_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,tackles_vs_dribblers,dribbles_faced,tackle_success_pct,dribbles_lost,blocks,blocks_shots,blocks_passes,interceptions,tackles_plus_interceptions,clearances,errors_leading_to_shot,position_group_def,age_poss,born_poss,nineties_poss,touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,takeons_attempted,takeons_succeeded,takeons_success_pct,takeons_tackled,takeons_tackled_pct,carries,carries_total_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_pen_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position_group_poss,player_name_tm,club_tm,position_tm,market_value_eur,market_value_millions,player_name_final,club_final,attacking_score,creative_score,defensive_score,performance_index,perf_z,value_z,perf_pct,value_pct,undervaluation_delta,valuation_category
Nicolás Domínguez,ar ARG,"MF,FW",Nottm Forest,26.0,1998.0,21.8,0,21,9,42.9,0.96,0.41,0.0,0.0,18.9,0,0,0,1.5,1.5,0.07,-1.5,-1.5,ARG,2024-25,Premier League,nicolas dominguez,nottm forest,MF,ar ARG,26.0,21.8,821.0,947.0,86.7,11995.0,3387.0,463.0,508.0,91.1,279.0,312.0,89.4,34.0,55.0,61.8,1.0,1.3,1.6,-0.3,13.0,81.0,11.0,1.0,83.0,MF,26.0,1998.0,21.8,86.0,45.0,40.0,35.0,11.0,36.0,76.0,47.4,40.0,38.0,12.0,26.0,29.0,115.0,54.0,1.0,MF,26.0,1998.0,21.8,1218.0,78.0,303.0,630.0,295.0,33.0,1218.0,9.0,3.0,33.3,4.0,44.4,471.0,1863.0,924.0,16.0,14.0,2.0,23.0,12.0,676.0,33.0,MF,Nicolás Domínguez,Nottm Forest,Central Midfield,18000000.0,18.0,Nicolás Domínguez,Nottm Forest,0.0688,5.1376,7.0183,4.1812,-0.1352,-0.5889,0.5126,0.3277,0.1849,Fair Value
Abdoulaye Doucouré,ml MLI,MF,Everton,31.0,1993.0,28.5,3,31,9,29.0,1.09,0.32,0.1,0.33,14.0,0,0,0,4.1,4.1,0.13,-1.1,-1.1,MLI,2024-25,Premier League,abdoulaye doucoure,everton,MF,ml MLI,31.0,28.5,725.0,903.0,80.3,10909.0,2254.0,382.0,446.0,85.7,263.0,316.0,83.2,44.0,60.0,73.3,2.0,2.4,1.4,-0.4,28.0,44.0,15.0,0.0,82.0,MF,31.0,1993.0,28.5,48.0,28.0,21.0,20.0,7.0,14.0,43.0,32.6,29.0,31.0,6.0,25.0,10.0,58.0,20.0,1.0,MF,31.0,1993.0,28.5,1161.0,32.0,225.0,538.0,413.0,65.0,1161.0,45.0,24.0,53.3,21.0,46.7,604.0,2952.0,1396.0,42.0,26.0,8.0,38.0,38.0,750.0,96.0,MF,Abdoulaye Doucouré,Everton,Attacking Midfield,7000000.0,7.0,Abdoulaye Doucouré,Everton,0.2491,5.3333,3.1228,3.1449,-1.1638,-1.0138,0.0924,0.0546,0.0378,Fair Value
Flynn Downes,eng ENG,MF,Southampton,25.0,1999.0,23.9,1,10,3,30.0,0.42,0.13,0.1,0.33,18.7,0,0,0,0.6,0.6,0.06,0.4,0.4,ENG,2024-25,Premier League,flynn downes,southampton,MF,eng ENG,25.0,23.9,1003.0,1109.0,90.4,14646.0,2893.0,577.0,620.0,93.1,352.0,382.0,92.1,37.0,53.0,69.8,0.0,1.1,1.4,-1.1,15.0,62.0,12.0,0.0,66.0,MF,25.0,1999.0,23.9,49.0,25.0,23.0,21.0,5.0,15.0,36.0,41.7,21.0,28.0,9.0,19.0,32.0,81.0,51.0,4.0,MF,25.0,1999.0,23.9,1339.0,99.0,403.0,719.0,227.0,21.0,1339.0,20.0,8.0,40.0,8.0,40.0,641.0,3520.0,1826.0,29.0,21.0,4.0,15.0,17.0,945.0,29.0,MF,Flynn Downes,Southampton,Defensive Midfield,15000000.0,15.0,Flynn Downes,Southampton,0.0669,4.6025,4.5607,3.2293,-1.0801,-0.7048,0.1261,0.2605,-0.1345,Fair Value
Radu Drăgușin,ro ROU,DF,Tottenham,22.0,2002.0,13.9,0,5,1,20.0,0.36,0.07,0.0,0.0,12.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,ROU,2024-25,Premier League,radu dragusin,tottenham,DF,ro ROU,22.0,13.9,716.0,840.0,85.2,13638.0,5250.0,223.0,245.0,91.0,437.0,470.0,93.0,47.0,107.0,43.9,0.0,0.4,0.2,-0.4,4.0,52.0,2.0,1.0,37.0,DF,22.0,2002.0,13.9,10.0,6.0,8.0,2.0,0.0,6.0,12.0,50.0,6.0,22.0,16.0,6.0,15.0,25.0,49.0,4.0,DF,22.0,2002.0,13.9,961.0,148.0,510.0,430.0,30.0,12.0,961.0,2.0,0.0,0.0,0.0,0.0,623.0,3349.0,1666.0,7.0,3.0,0.0,8.0,2.0,669.0,2.0,DF,Radu Drăgușin,Tottenham,Centre-Back,25000000.0,25.0,Radu Drăgușin,Tottenham,0.0072,3.4532,3.3813,2.7281,-1.0508,0.0135,0.1269,0.5784,-0.4515,Overvalued
Martin Dúbravka,sk SVK,GK,Newcastle,35.0,1989.0,10.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SVK,2024-25,Premier League,martin dubravka,newcastle,GK,sk SVK,35.0,10.0,265.0,333.0,79.6,5932.0,3082.0,58.0,58.0,100.0,161.0,161.0,100.0,45.0,112.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,35.0,1989.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,GK,35.0,1989.0,10.0,350.0,262.0,337.0,14.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,202.0,1043.0,643.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,GK,Martin Dúbravka,Newcastle,Goalkeeper,1000000.0,1.0,Martin Dúbravka,Newcastle,0.0,0.0,0.0,0.0,-1.4386,-1.3512,0.0962,0.0769,0.0192,Fair Value
Lewis Dunk,eng ENG,DF,Brighton,32.0,1991.0,23.1,0,12,3,25.0,0.52,0.13,0.0,0.0,12.1,1,0,0,0.8,0.8,0.07,-0.8,-0.8,ENG,2024-25,Premier League,lewis dunk,brighton,DF,eng ENG,32.0,23.1,1778.0,1953.0,91.0,32940.0,10612.0,668.0,693.0,96.4,954.0,1002.0,95.2,143.0,228.0,62.7,0.0,0.5,1.0,-0.5,6.0,157.0,6.0,0.0,142.0,DF,32.0,1991.0,23.1,17.0,10.0,8.0,7.0,2.0,11.0,19.0,57.9,8.0,28.0,18.0,10.0,13.0,30.0,79.0,2.0,DF,32.0,1991.0,23.1,2127.0,258.0,993.0,1031.0,113.0,21.0,2127.0,1.0,0.0,0.0,1.0,100.0,1341.0,6155.0,3345.0,20.0,19.0,0.0,9.0,3.0,1556.0,3.0,DF,Lewis Dunk,Brighton,Centre-Back,6000000.0,6.0,Lewis Dunk,Brighton,0.0346,7.2727,2.5108,3.4442,-0.2391,-1.0027,0.4776,0.1679,0.3097,Undervalued
Ederson,br BRA,GK,Man City,30.0,1993.0,25.8,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,BRA,2024-25,Premier League,ederson,man city,GK,br BRA,30.0,25.8,811.0,923.0,87.9,19885.0,13212.0,142.0,142.0,100.0,471.0,479.0,98.3,194.0,297.0,65.3,4.0,1.5,0.2,2.5,4.0,21.0,1.0,0.0,2.0,GK,30.0,1993.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,11.0,4.0,GK,30.0,1993.0,25.8,975.0,689.0,962.0,13.0,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,654.0,3060.0,1981.0,0.0,0.0,0.0,1.0,0.0,616.0,0.0,GK,Ederson,Man City,Goalkeeper,20000000.0,20.0,Ederson,Man City,0.0,0.2326,0.0388,0.0891,0.9186,0.5133,0.8462,0.7115,0.1346,Fair Value
Anthony Elanga,se SWE,"FW,MF",Nottm Forest,22.0,2002.0,27.8,6,44,24,54.5,1.58,0.86,0.14,0.25,17.6,6,0,0,4.5,4.5,0.1,1.5,1.5,SWE,2024-25,Premier League,anthony elanga,nottm forest,MF,se SWE,22.0,27.8,540.0,827.0,65.3,8021.0,2660.0,318.0,387.0,82.2,150.0,232.0,64.7,46.0,131.0,35.1,11.0,5.7,5.1,5.3,50.0,32.0,26.0,8.0,63.0,MF,22.0,2002.0,27.8,19.0,14.0,8.0,8.0,3.0,5.0,17.0,29.4,12.0,11.0,1.0,10.0,6.0,25.0,25.0,0.0,MF,22.0,2002.0,27.8,1115.0,29.0,136.0,319.0,679.0,110.0,1115.0,83.0,25.0,30.1,39.0,47.0,600.0,4509.0,2544.0,102.0,45.0,48.0,79.0,43.0,764.0,229.0,MF,Anthony Elanga,Nottm Forest,Right Winger,42000000.0,42.0,Anthony Elanga,Nottm Forest,0.3777,7.7338,1.295,3.5953,-0.7167,0.3383,0.2353,0.7269,-0.4916,Overvalued
Christian Eriksen,dk DEN,MF,Man Utd,32.0,1992.0,11.8,1,14,1,7.1,1.19,0.08,0.0,0.0,25.8,3,1,1,1.4,0.6,0.04,-0.4,-0.6,DEN,2024-25,Premier League,christian eriksen,man utd,MF,dk DEN,32.0,11.8,590.0,749.0,78.8,9936.0,3131.0,312.0,339.0,92.0,194.0,242.0,80.2,62.0,130.0,47.7,2.0,3.2,2.6,-1.2,31.0,54.0,13.0,6.0,55.0,MF,32.0,1992.0,11.8,19.0,9.0,4.0,12.0,3.0,11.0,27.0,40.7,16.0,15.0,5.0,10.0,7.0,26.0,8.0,0.0,MF,32.0,1992.0,11.8,850.0,26.0,173.0,397.0,284.0,17.0,849.0,4.0,0.0,0.0,4.0,100.0,473.0,1784.0,851.0,13.0,14.0,1.0,13.0,5.0,566.0,29.0,MF,Christian Eriksen,Man Utd,Central Midfield,4000000.0,4.0,Christian Eriksen,Man Utd,0.2034,8.3898,3.4746,4.4593,0.1409,-1.1297,0.5882,0.0294,0.5588,Undervalued
Pervis Estupiñán,ec ECU,DF,Brighton,26.0,1998.0,26.7,1,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3,0,0,1.2,1.2,0.04,-0.2,-0.2,ECU,2024-25,Premier League,pervis estupinan,brighton,DF,ec ECU,26.0,26.7,1338.0,1610.0,83.1,20347.0,6261.0,782.0,839.0,93.2,451.0,540.0,83.5,74.0,158.0,46.8,1.0,2.1,2.5,-1.1,26.0,105.0,34.0,18.0,132.0,DF,26.0,1998.0,26.7,65.0,43.0,33.0,25.0,7.0,34.0,51.0,66.7,17.0,20.0,5.0,15.0,37.0,102.0,65.0,2.0,DF,26.0,1998.0,26.7,1915.0,89.0,493.0,936.0,506.0,35.0,1915.0,34.0,19.0,55.9,13.0,38.2,1023.0,5007.0,2689.0,59.0,61.0,9.0,34.0,27.0,1144.0,112.0,DF,Pervis Estupiñán,Brighton,Left-Back,30000000.0,30.0,Pervis Estupiñán,Brighton,0.0824,8.1273,4.5693,4.7393,1.2291,0.2809,0.9104,0.694,0.2164,Fair Value
Evanilson,br BRA,FW,Bournemouth,24.0,1999.0,25.8,10,72,31,43.1,2.79,1.2,0.14,0.32,12.8,0,0,1,12.5,11.7,0.16,-2.5,-1.7,BRA,2024-25,Premier League,evanilson,bournemouth,FW,br BRA,24.0,25.8,244.0,342.0,71.3,3038.0,622.0,154.0,202.0,76.2,54.0,72.0,75.0,11.0,16.0,68.8,1.0,1.9,1.8,-0.9,26.0,14.0,6.0,0.0,28.0,FW,24.0,1999.0,25.8,16.0,10.0,6.0,5.0,5.0,8.0,12.0,66.7,4.0,11.0,2.0,9.0,1.0,17.0,21.0,0.0,FW,24.0,1999.0,25.8,558.0,23.0,56.0,208.0,299.0,127.0,557.0,21.0,7.0,33.3,8.0,38.1,333.0,1822.0,861.0,29.0,18.0,15.0,38.0,24.0,400.0,99.0,FW,Evanilson,Bournemouth,Centre-Forward,35000000.0,35.0,Evanilson,Bournemouth,0.8721,3.2171,1.0853,1.5969,-0.9603,-0.0267,0.2093,0.593,-0.3837,Overvalued
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26.0,1998.0,28.8,8,100,27,27.0,3.48,0.94,0.07,0.26,21.5,16,1,2,10.5,8.9,0.09,-2.5,-1.9,ENG,2024-25,Premier League,eberechi eze,crystal palace,MF,eng ENG,26.0,28.8,777.0,1047.0,74.2,13226.0,3540.0,380.0,449.0,84.6,299.0,365.0,81.9,77.0,168.0,45.8,8.0,6.2,4.7,1.8,58.0,49.0,39.0,4.0,97.0,MF,26.0,1998.0,28.8,39.0,22.0,14.0,16.0,9.0,17.0,36.0,47.2,19.0,27.0,0.0,27.0,11.0,50.0,10.0,3.0,MF,26.0,1998.0,28.8,1414.0,17.0,193.0,661.0,597.0,95.0,1412.0,138.0,67.0,48.6,62.0,44.9,840.0,5063.0,2380.0,69.0,48.0,22.0,55.0,45.0,907.0,153.0,MF,Eberechi Eze,Crystal Palace,Attacking Midfield,55000000.0,55.0,Eberechi Eze,Crystal Palace,0.6424,7.7778,2.6736,4.1059,-0.2099,0.8405,0.4706,0.8739,-0.4034,Overvalued
Łukasz Fabiański,pl POL,GK,West Ham,39.0,1985.0,12.9,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,POL,2024-25,Premier League,łukasz fabianski,west ham,GK,pl POL,39.0,12.9,332.0,495.0,67.1,9586.0,6808.0,59.0,59.0,100.0,159.0,160.0,99.4,114.0,275.0,41.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,GK,39.0,1985.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,GK,39.0,1985.0,12.9,530.0,414.0,525.0,5.0,0.0,0.0,530.0,3.0,3.0,100.0,0.0,0.0,285.0,1485.0,890.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,GK,Łukasz Fabiański,West Ham,Goalkeeper,500000.0,0.5,Łukasz Fabiański,West Ham,0.0,0.0,0.0,0.0,-1.4386,-1.4002,0.0962,0.0385,0.0577,Fair Value
Wout Faes,be BEL,DF,Leicester,26.0,1998.0,31.3,1,12,1,8.3,0.38,0.03,0.08,1.0,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5,BEL,2024-25,Premier League,wout faes,leicester,DF,be BEL,26.0,31.3,1376.0,1564.0,88.0,25369.0,9014.0,537.0,569.0,94.4,724.0,763.0,94.9,110.0,204.0,53.9,0.0,0.1,0.4,-0.1,4.0,83.0,6.0,0.0,86.0,DF,26.0,1998.0,31.3,42.0,26.0,26.0,14.0,2.0,25.0,48.0,52.1,23.0,48.0,35.0,13.0,26.0,68.0,185.0,4.0,DF,26.0,1998.0,31.3,1906.0,318.0,962.0,885.0,68.0,27.0,1906.0,6.0,5.0,83.3,1.0,16.7,1107.0,5050.0,2928.0,12.0,13.0,2.0,17.0,6.0,1268.0,1.0,DF,Wout Faes,Leicester,Centre-Back,15000000.0,15.0,Wout Faes,Leicester,0.0799,3.2588,3.7061,2.8466,-0.9164,-0.5214,0.1567,0.3731,-0.2164,Overvalued
Bruno Fernandes,pt POR,MF,Man Utd,29.0,1994.0,33.5,8,93,26,28.0,2.77,0.78,0.05,0.19,22.6,12,3,3,9.9,7.6,0.08,-1.9,-2.6,POR,2024-25,Premier League,bruno fernandes,man utd,MF,pt POR,29.0,33.5,1707.0,2242.0,76.1,30541.0,10698.0,802.0,919.0,87.3,629.0,769.0,81.8,223.0,405.0,55.1,10.0,8.5,8.0,1.5,91.0,214.0,85.0,11.0,325.0,MF,29.0,1994.0,33.5,84.0,50.0,27.0,38.0,19.0,34.0,85.0,40.0,51.0,35.0,6.0,29.0,26.0,110.0,35.0,3.0,MF,29.0,1994.0,33.5,2649.0,62.0,428.0,1263.0,983.0,80.0,2646.0,67.0,28.0,41.8,33.0,49.3,1542.0,7244.0,3866.0,77.0,65.0,14.0,43.0,43.0,1853.0,129.0,MF,Bruno Fernandes,Man Utd,Attacking Midfield,50000000.0,50.0,Bruno Fernandes,Man Utd,0.5343,14.7164,4.3284,7.3454,3.0056,0.6473,0.9916,0.8193,0.1723,Fair Value
Mateus Fernandes,pt POR,MF,Southampton,20.0,2004.0,32.3,2,42,14,33.3,1.3,0.43,0.05,0.14,18.7,4,0,0,4.0,4.0,0.1,-2.0,-2.0,POR,2024-25,Premier League,mateus fernandes,southampton,MF,pt POR,20.0,32.3,1087.0,1361.0,79.9,18406.0,4369.0,510.0,580.0,87.9,415.0,483.0,85.9,110.0,196.0,56.1,4.0,3.0,3.6,1.0,34.0,98.0,27.0,6.0,145.0,MF,20.0,2004.0,32.3,89.0,48.0,45.0,28.0,16.0,33.0,72.0,45.8,39.0,43.0,8.0,35.0,28.0,117.0,35.0,7.0,MF,20.0,2004.0,32.3,1760.0,72.0,385.0,867.0,547.0,49.0,1760.0,109.0,49.0,45.0,49.0,45.0,897.0,5736.0,3143.0,76.0,70.0,9.0,58.0,36.0,1077.0,108.0,MF,Mateus Fernandes,Southampton,Central Midfield,8000000.0,8.0,Mateus Fernandes,Southampton,0.1858,7.8947,4.9536,4.6997,0.3795,-0.9752,0.7143,0.0714,0.6429,Undervalued
Enzo Fernández,ar ARG,MF,Chelsea,23.0,2001.0,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1,ARG,2024-25,Premier League,enzo fernandez,chelsea,MF,ar ARG,23.0,32.7,1518.0,1900.0,79.9,26776.0,7512.0,700.0,789.0,88.7,626.0,737.0,84.9,157.0,273.0,57.5,7.0,6.8,6.2,0.2,77.0,167.0,41.0,7.0,212.0,MF,23.0,2001.0,32.7,65.0,33.0,17.0,30.0,18.0,31.0,84.0,36.9,53.0,43.0,7.0,36.0,13.0,78.0,23.0,4.0,MF,23.0,2001.0,32.7,2210.0,37.0,346.0,1129.0,751.0,81.0,2210.0,55.0,26.0,47.3,21.0,38.2,1211.0,5652.0,2735.0,60.0,55.0,9.0,29.0,28.0,1622.0,126.0,MF,Enzo Fernández,Chelsea,Central Midfield,75000000.0,75.0,Enzo Fernández,Chelsea,0.37,10.6728,3.7003,5.4902,1.1641,1.6131,0.8824,0.9286,-0.0462,Fair Value
Mark Flekken,nl NED,GK,Brentford,31.0,1993.0,36.4,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,NED,2024-25,Premier League,mark flekken,brentford,GK,nl NED,31.0,36.4,1254.0,1717.0,73.0,37000.0,25308.0,154.0,157.0,98.1,678.0,695.0,97.6,422.0,858.0,49.2,2.0,0.5,0.1,1.5,3.0,50.0,2.0,0.0,0.0,GK,31.0,1993.0,36.4,4.0,4.0,4.0,0.0,0.0,3.0,9.0,33.3,6.0,2.0,0.0,2.0,0.0,4.0,26.0,4.0,GK,31.0,1993.0,36.4,1824.0,1436.0,1777.0,52.0,0.0,0.0,1824.0,1.0,1.0,100.0,0.0,0.0,1122.0,5725.0,3253.0,0.0,0.0,0.0,3.0,0.0,1015.0,0.0,GK,Mark Flekken,Brentford,Goalkeeper,12000000.0,12.0,Mark Flekken,Brentford,0.0,0.0824,0.1648,0.1071,1.3945,-0.2717,0.9231,0.5,0.4231,Undervalued
Phil Foden,eng ENG,"MF,FW",Man City,24.0,2000.0,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.1,1.8,1.8,ENG,2024-25,Premier League,phil foden,man city,MF,eng ENG,24.0,19.7,791.0,941.0,84.1,12385.0,2615.0,469.0,516.0,90.9,242.0,271.0,89.3,67.0,112.0,59.8,2.0,4.8,5.3,-2.8,43.0,41.0,39.0,6.0,103.0,MF,24.0,2000.0,19.7,13.0,5.0,5.0,4.0,4.0,7.0,18.0,38.9,11.0,13.0,1.0,12.0,9.0,22.0,7.0,1.0,MF,24.0,2000.0,19.7,1139.0,13.0,85.0,382.0,681.0,83.0,1139.0,43.0,14.0,32.6,23.0,53.5,722.0,3720.0,1782.0,50.0,30.0,17.0,36.0,31.0,894.0,128.0,MF,Phil Foden,Man City,Right Winger,100000000.0,100.0,Phil Foden,Man City,0.6193,9.9492,1.7766,4.6985,0.3783,2.5789,0.7059,0.9706,-0.2647,Overvalued
Wesley Fofana,fr FRA,DF,Chelsea,23.0,2000.0,13.0,0,3,0,0.0,0.23,0.0,0.0,0.0,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,FRA,2024-25,Premier League,wesley fofana,chelsea,DF,fr FRA,23.0,13.0,724.0,803.0,90.2,12262.0,3415.0,306.0,326.0,93.9,385.0,416.0,92.5,26.0,42.0,61.9,0.0,0.4,0.2,-0.4,6.0,54.0,1.0,0.0,32.0,DF,23.0,2000.0,13.0,13.0,12.0,6.0,7.0,0.0,6.0,14.0,42.9,8.0,14.0,9.0,5.0,14.0,27.0,55.0,2.0,DF,23.0,2000.0,13.0,933.0,81.0,370.0,523.0,55.0,10.0,933.0,15.0,8.0,53.3,3.0,20.0,557.0,3149.0,1614.0,19.0,12.0,1.0,16.0,5.0,665.0,4.0,DF,Wesley Fofana,Chelsea,Centre-Back,25000000.0,25.0,Wesley Fofana,Chelsea,0.0308,4.3846,3.1538,2.8985,-0.8576,0.0135,0.1866,0.5784,-0.3918,Overvalued
Cody Gakpo,nl NED,FW,Liverpool,25.0,1999.0,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9,NED,2024-25,Premier League,cody gakpo,liverpool,FW,nl NED,25.0,21.5,480.0,634.0,75.7,6870.0,1656.0,298.0,343.0,86.9,149.0,225.0,66.2,19.0,36.0,52.8,4.0,4.4,3.8,-0.4,38.0,24.0,27.0,8.0,52.0,FW,25.0,1999.0,21.5,28.0,16.0,6.0,13.0,9.0,13.0,25.0,52.0,12.0,23.0,3.0,20.0,12.0,40.0,19.0,1.0,FW,25.0,1999.0,21.5,888.0,28.0,91.0,258.0,557.0,110.0,888.0,61.0,31.0,50.8,21.0,34.4,605.0,4320.0,2208.0,59.0,34.0,28.0,45.0,24.0,677.0,278.0,FW,Cody Gakpo,Liverpool,Left Winger,70000000.0,70.0,Cody Gakpo,Liverpool,0.7953,6.9302,2.9302,2.8493,0.4943,1.1197,0.6744,0.9419,-0.2674,Overvalued
Idrissa Gana Gueye,sn SEN,MF,Everton,34.0,1989.0,34.0,0,27,5,18.5,0.79,0.15,0.0,0.0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,SEN,2024-25,Premier League,idrissa gana gueye,everton,MF,sn SEN,34.0,34.0,1230.0,1422.0,86.5,20779.0,5681.0,607.0,667.0,91.0,499.0,552.0,90.4,104.0,144.0,72.2,3.0,1.7,2.0,1.3,19.0,154.0,10.0,3.0,145.0,MF,34.0,1989.0,34.0,133.0,80.0,61.0,55.0,17.0,58.0,99.0,58.6,41.0,48.0,9.0,39.0,48.0,181.0,36.0,1.0,MF,34.0,1989.0,34.0,1801.0,72.0,432.0,1045.0,336.0,21.0,1801.0,39.0,18.0,46.2,19.0,48.7,861.0,4046.0,1752.0,27.0,27.0,4.0,32.0,38.0,1048.0,27.0,MF,Idrissa Gana Gueye,Everton,Defensive Midfield,1000000.0,1.0,Idrissa Gana Gueye,Everton,0.0324,5.6176,6.7353,4.2774,-0.0397,-1.2456,0.5462,0.0126,0.5336,Undervalued
Alejandro Garnacho,ar ARG,"MF,FW",Man Utd,20.0,2004.0,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17.0,0,0,0,7.3,7.3,0.09,-1.3,-1.3,ARG,2024-25,Premier League,alejandro garnacho,man utd,MF,ar ARG,20.0,24.4,649.0,823.0,78.9,9138.0,1181.0,405.0,458.0,88.4,183.0,223.0,82.1,31.0,52.0,59.6,2.0,4.5,2.8,-2.5,37.0,22.0,25.0,5.0,56.0,MF,20.0,2004.0,24.4,30.0,18.0,11.0,6.0,13.0,12.0,37.0,32.4,25.0,19.0,0.0,19.0,13.0,43.0,11.0,2.0,MF,20.0,2004.0,24.4,1159.0,13.0,130.0,364.0,683.0,176.0,1159.0,89.0,26.0,29.2,55.0,61.8,840.0,6365.0,3245.0,141.0,72.0,67.0,64.0,48.0,888.0,290.0,MF,Alejandro Garnacho,Man Utd,Left Winger,45000000.0,45.0,Alejandro Garnacho,Man Utd,0.5451,9.5902,2.541,4.7619,0.4412,0.4542,0.7311,0.7563,-0.0252,Fair Value
James Garner,eng ENG,"MF,DF",Everton,23.0,2001.0,17.7,0,12,4,33.3,0.68,0.23,0.0,0.0,20.4,1,0,0,0.7,0.7,0.06,-0.7,-0.7,ENG,2024-25,Premier League,james garner,everton,DF,eng ENG,23.0,17.7,611.0,803.0,76.1,10658.0,3158.0,268.0,309.0,86.7,270.0,326.0,82.8,59.0,120.0,49.2,1.0,1.4,1.4,-0.4,13.0,60.0,7.0,4.0,50.0,DF,23.0,2001.0,17.7,47.0,31.0,25.0,20.0,2.0,24.0,41.0,58.5,17.0,20.0,4.0,16.0,23.0,70.0,37.0,0.0,DF,23.0,2001.0,17.7,977.0,40.0,226.0,511.0,248.0,15.0,977.0,19.0,7.0,36.8,12.0,63.2,478.0,2187.0,842.0,15.0,19.0,2.0,16.0,9.0,550.0,30.0,DF,James Garner,Everton,Defensive Midfield,18000000.0,18.0,James Garner,Everton,0.0395,4.4068,5.0847,3.8723,0.2463,-0.3609,0.6642,0.4142,0.25,Undervalued
Morgan Gibbs-White,eng ENG,MF,Nottm Forest,24.0,2000.0,31.1,7,61,21,34.4,1.96,0.67,0.11,0.33,17.4,4,0,0,6.3,6.3,0.1,0.7,0.7,ENG,2024-25,Premier League,morgan gibbs-white,nottm forest,MF,eng ENG,24.0,31.1,993.0,1269.0,78.3,15389.0,4754.0,540.0,634.0,85.2,336.0,409.0,82.2,73.0,124.0,58.9,8.0,5.0,4.7,3.0,51.0,128.0,41.0,10.0,164.0,MF,24.0,2000.0,31.1,43.0,22.0,14.0,23.0,6.0,17.0,33.0,51.5,16.0,18.0,5.0,13.0,23.0,66.0,29.0,1.0,MF,24.0,2000.0,31.1,1626.0,35.0,185.0,830.0,636.0,92.0,1626.0,77.0,31.0,40.3,35.0,45.5,923.0,5093.0,2566.0,69.0,52.0,13.0,70.0,44.0,1226.0,136.0,MF,Morgan Gibbs-White,Nottm Forest,Attacking Midfield,50000000.0,50.0,Morgan Gibbs-White,Nottm Forest,0.4277,9.1318,2.701,4.5913,0.2719,0.6473,0.6555,0.8193,-0.1639,Overvalued
